Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
56,8,0.6630,18.56,6197,0.002979,0.999679,"ACER3 CAPN5 KCTD21 OMP P2RY2 P2RY6 PLEKHB1 UCP3"
57,5,0.6779,6.779,3185,0.002117,0.996692,"ACIN1 CCNL1 CTNNBL1 PPP1R8 PRPF19"
58,9,0.6503,23.41,7118,0.003270,0.999853,"ACKR2 GNAT1 HYAL1 IQCF2 ITIH3 ITIH4 KLHDC8B PFKFB4 TLR9"
59,4,0.7334,4.400,2885,0.001519,0.992931,"ASCL1 DYNC1I2 NKX2-1 SOX1"
60,6,0.6920,10.38,4901,0.002108,0.998474,"BSND C1orf123 GPX7 PCSK9 PLA2G12A ZYG11B"
61,21,0.7671,161.1,1.492e+04,0.01065,1.00000,"CD46 CD55 DPM1 DPM3 GPAA1 PGAP2 PIGC PIGH PIGK PIGL PIGM PIGN PIGO PIGP PIGQ PIGS PIGT PIGU PIGV PIGW PIGY"
62,14,0.6039,54.96,1.100e+04,0.004957,0.999997,"C17orf47 C17orf67 EPX HOXB9 LPO MKS1 MPO NME1 NME2 OR4D1 OR4D2 RSAD1 SCPEP1 SEPT4"
63,4,0.6928,4.157,3088,0.001341,0.992931,"ACP6 CTSK CTSS GOLPH3L"
64,7,0.6718,14.11,5420,0.002590,0.999299,"ACR ANHX RABL2B ZBTB45 ZNF132 ZNF324 ZNF324B"
65,13,0.6508,50.76,1.037e+04,0.004861,0.999993,"ACSF2 EPX HOXB9 LPO MKS1 MPO MYCBPAP NME1 OR4D1 OR4D2 RSAD1 SCPEP1 SEPT4"
66,11,0.6530,35.91,6845,0.005202,0.999969,"ACSL3 AGPAT2 AMFR C12orf49 CYB5B LPIN1 MBTPS1 SCAP SCD SREBF1 TMEM41A"
67,17,0.6519,88.66,1.325e+04,0.006632,1.00000,"ABCC6 ACSM1 ACSM2A ACSM2B ACSM3 ACSM5 BFAR C16orf45 CORO7 ITGAL MPV17L MYH11 NOMO1 NOMO2 SCNN1B SEPT1 SEPT12"
68,11,0.6697,36.83,7702,0.004746,0.999969,"COX6C EIF3E EIF3H INTS8 MRPL13 MTERF3 NBN POP1 RPL30 UTP23 VIRMA"
69,5,0.6696,6.696,4191,0.001591,0.996692,"ACTA2 DUPD1 LIPJ OPN4 PNLIPRP1"
70,4,0.6556,3.934,2693,0.001454,0.992931,"ACTG1 CAP1 CORO1C IQGAP1"
71,4,0.6737,4.042,3292,0.001223,0.992931,"ACTG2 ADORA2B REPIN1 ZNF843"
72,5,0.6562,6.562,3418,0.001910,0.996692,"ACTR10 ATP6V1D EXOC5 LIN52 TIMM9"
73,6,0.6771,10.16,3835,0.002633,0.998474,"ACTR1A DYNC1LI1 DYNC1LI2 DYNLRB1 NDE1 PAFAH1B1"
74,30,0.4304,187.2,2.260e+04,0.008194,1.00000,"ACTR3B AGBL3 AKR1D1 CPA1 CPA2 CPA5 EPHB6 FAM71F2 HYAL4 KEL KIAA1147 MGAM OR2A12 OR2A2 OR2A5 OR2F2 OR6B1 OR6V1 OR9A2 OR9A4 PRSS1 PRSS37 PRSS58 RAB19 RNF148 TAS2R39 TAS2R41 TAS2R60 TRPV5 TRPV6"
75,14,0.5979,54.40,9852,0.005476,0.999997,"ACVR1 BAMBI BMPR1A BMPR2 FKBP1A IPO8 LRIG1 LRIG3 MIB1 NEO1 RGMB SMAD1 SMAD7 UBAC1"
76,6,0.6898,10.35,4324,0.002380,0.998474,"ACVR1B ACVR2A CTDNEP1 IPO8 LEMD3 PMEPA1"
77,4,0.6595,3.957,3234,0.001219,0.992931,"ACVR1C ARL14EPL KRT71 TEX35"
78,38,0.4396,309.1,2.873e+04,0.01062,1.00000,"ACVRL1 ANKRD33 AQP5 AQP6 ASIC1 DNAJC14 GRASP HOXC5 HOXC8 INHBE KRT1 KRT2 KRT3 KRT4 KRT5 KRT6A KRT6B KRT72 KRT73 KRT74 KRT75 KRT77 KRT78 KRT79 KRT80 KRT82 KRT83 KRT84 KRT85 KRT86 LACRT OR10P1 OR2AP1 OR6C3 OR6C75 POU6F1 PPP1R1A RDH16"
79,4,0.6523,3.914,3279,0.001189,0.992931,"ACYP2 CCL13 DHRS11 PPP1R1B"
80,10,0.6642,29.89,8547,0.003477,0.999933,"ADA CNBD2 CPNE1 GGT7 GHRH HCK LBP MAP1LC3A MYH7B WFDC11"
81,12,0.6177,40.77,9421,0.004298,0.999986,"ADAL C15orf53 CHRNA7 DUOXA1 DUOXA2 EPB42 GABRA5 NIPA2 PLA2G4D PLA2G4E PPP1R14D TGM5"
82,9,0.6859,24.69,6741,0.003640,0.999853,"ADAM10 HES1 JAG1 METRNL NCSTN NOTCH1 POFUT1 POGLUT1 PSENEN"
83,6,0.6589,9.884,4414,0.002228,0.998474,"ADAM15 FCGR2B FCGR3A GBA HSPA6 OR6K6"
84,28,0.5137,194.2,2.300e+04,0.008352,1.00000,"ADAM18 ADAM2 ADAM32 ADGRA2 ADRB3 ANK1 AP3M2 C8orf58 CHRNA6 CHRNB3 DKK4 ERLIN2 FUT10 HGSNAT HTRA4 LETM2 NKX6-3 PLPP5 POMK RNF170 RNF5 SLC20A2 STAR STMN4 TNFRSF10C TNFRSF10D VDAC3 ZMAT4"
85,4,0.6907,4.144,3297,0.001252,0.992931,"ADAM20 ADAM21 RDH12 TMEM229B"
86,4,0.6754,4.052,3230,0.001250,0.992931,"ADAM22 PLSCR2 TM4SF18 TM4SF4"
87,11,0.6664,36.65,9268,0.003930,0.999969,"ADAM2 ADAM28 ADAM7 C8orf58 PEBP4 SARAF STC1 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D"
88,27,0.5470,192.0,2.151e+04,0.008827,1.00000,"AIPL1 ALDH3A1 ALOX12B ALOX15 ALOX15B ALOXE3 ASGR1 CCDC144A CLEC10A DNAH9 KCTD11 MFSD6L MYH10 MYH2 MYH4 MYH8 RCVRN SAT2 SHBG SLC16A13 SLC2A4 TMEM107 TMEM256 TNFSF12 TNFSF13 VAMP2 ZNF624"
89,6,0.7099,10.65,4648,0.002280,0.998474,"ADAMTS15 ADAMTS8 FXYD6 KCNJ1 NXPE4 TMEM136"
90,6,0.6609,9.914,4720,0.002091,0.998474,"ADAMTS7 CSPG4 GOLGA6B PLEKHO2 SCAMP2 UBE2Q2L"
91,22,0.5231,120.8,1.657e+04,0.007220,1.00000,"ADAMTSL4 CTSK ECM1 EFNA3 FCRL3 FLG2 GBA HIST2H2AB HIST2H2BE LCE3E LCE5A LCE6A MINDY1 PGLYRP3 S100A12 S100A2 S100A4 S100A5 S100A6 S100A8 S100A9 SLAMF7"
92,4,0.6846,4.108,3220,0.001271,0.992931,"ADAP1 CYP2W1 DAGLB RSPH10B"
93,4,0.6500,3.900,2392,0.001622,0.992931,"ADAR DCP2 PRKRA XRN1"
94,7,0.7133,14.98,4683,0.003179,0.999299,"ADAT2 ADAT3 CDIPT DOLK RTCB TRMT6 TRMT61A"
95,8,0.6793,19.02,5617,0.003366,0.999679,"ARGLU1 BORA CDC16 DIS3 MZT1 PCID2 RBM27 TUBGCP3"
96,4,0.6536,3.922,3439,0.001137,0.992931,"ADCY1 KIAA0895 STEAP1 STK17A"
97,4,0.6805,4.083,2992,0.001359,0.992931,"ADCY6 ANKMY2 PTGES3 RIC8B"
98,8,0.6523,18.26,6133,0.002962,0.999679,"ADCY8 GML GSDMC KCNQ3 MAPK15 WISP1 ZFP41 ZNF696"
99,4,0.6906,4.143,3245,0.001272,0.992931,"ADD3 ARHGAP21 SPTAN1 SPTBN1"
100,17,0.6581,89.51,1.377e+04,0.006443,1.00000,"ADAM2 ADAM32 ADGRA2 ADRB3 AP3M2 CHRNA6 CHRNB3 DDHD2 DKK4 LETM2 NKX6-3 PLPP5 RNF170 RNF5 SLC20A2 TNFRSF10A TNFRSF10B"
101,17,0.6511,88.55,1.294e+04,0.006780,1.00000,"AIFM3 DGCR6L HIC2 KLHL22 LZTR1 MPPE1 P2RX6 RIMBP3 SDF2L1 SEC14L6 SEPT5 SLC5A1 SLC7A4 THAP7 VPREB1 YPEL1 ZNF74"
102,7,0.6671,14.01,5463,0.002551,0.999299,"C1QTNF9 C1QTNF9B GJB2 GJB6 RNF6 SOHLH2 SPATA13"
103,11,0.6570,36.14,8555,0.004196,0.999969,"ADGRF1 FBXO9 GSTA1 GSTA3 GSTA4 GUCA1A IL17A IL17F MLIP SPATS1 TFAP2D"
104,16,0.5582,66.99,1.186e+04,0.005603,0.999999,"ADGRG7 ARL13B CDV3 CLDND1 MTRNR2L8 OR5AC2 OR5H1 OR5H14 OR5H15 OR5H2 OR5K1 OR5K3 OR5K4 PROS1 SLC9C1 ST3GAL6"
105,30,0.5107,222.1,2.213e+04,0.009910,1.00000,"ANG BCL2L2 CEBPE CMA1 CMTM5 CTSG DHRS2 DHRS4 EDDM3B FITM1 GZMB GZMH LTB4R LTB4R2 MYH6 MYH7 OR10G2 OR10G3 OR11H4 OR4E2 OR5AU1 RBM23 REC8 RNASE13 RNASE3 RNASE7 RNASE8 SLC7A8 TM9SF1 TSSK4"
106,8,0.6550,18.34,6298,0.002896,0.999679,"ADGRL3 HNRNPDL HSD17B11 PF4 SULT1B1 TMPRSS11B UGT2B4 UGT2B7"
107,7,0.6549,13.75,5540,0.002470,0.999299,"ADH1A ADH4 SULT1B1 TMPRSS11B UGT2A1 UGT2B11 UGT2B4"
108,8,0.6549,18.34,6241,0.002922,0.999679,"ADH6 SULT1B1 TMPRSS11B TMPRSS11D UGT2A1 UGT2B11 UGT2B4 UGT2B7"
109,10,0.6668,30.01,7199,0.004140,0.999933,"ADIPOR2 BCL6 CYB561A3 EBF1 IRF8 ITSN2 MEF2B PAX5 POU2AF1 POU2F2"
110,7,0.6572,13.80,5798,0.002369,0.999299,"ADIRF CALHM3 DUPD1 FFAR4 IFIT1B SFTPA1 SFTPA2"
111,7,0.7052,14.81,4681,0.003144,0.999299,"ADPGK DERL1 NFE2L2 SLC33A1 SLC35B4 SUCO TAPT1"
112,4,0.7455,4.473,3435,0.001297,0.992931,"ADPRHL2 DCDC2B TSSK3 ZSCAN20"
113,4,0.6613,3.968,3497,0.001131,0.992931,"ADRA1D MATN4 PKIG RBPJL"
114,18,0.5865,89.74,1.344e+04,0.006617,1.00000,"B4GALT1 BEST3 CPM FAM3C FAM49A FGF8 FRS2 LFNG LRRC10 LYZ MEGF10 MYCN MYOG PTPRG RAB3IP RAP1B SLC35E3 ST3GAL4"
115,58,0.6155,1017,3.876e+04,0.02550,1.00000,"ACAD9 BCS1L COA5 COA6 COA7 COQ4 COX10 COX16 COX4I1 COX5B COX6B1 COX6C COX7C CYC1 ECSIT FASTKD5 FOXRED1 GRSF1 NDUFA10 NDUFA11 NDUFA2 NDUFA3 NDUFA5 NDUFA6 NDUFA8 NDUFA9 NDUFAF1 NDUFAF3 NDUFAF4 NDUFAF7 NDUFB10 NDUFB2 NDUFB3 NDUFB4 NDUFB5 NDUFB6 NDUFB7 NDUFB8 NDUFB9 NDUFC1 NDUFC2 NDUFS1 NDUFS2 NDUFS3 NDUFS5 NDUFS7 NDUFS8 NDUFV1 NDUFV2 NUBPL PET117 TIMMDC1 UQCR10 UQCRB UQCRC1 UQCRC2 UQCRFS1 UQCRQ"
116,5,0.6973,6.973,4180,0.001661,0.996692,"ADRB1 CALHM3 CYP17A1 GSTO2 SORCS3"
117,6,0.7051,10.58,4539,0.002319,0.998474,"AES SGTA UQCR11 ZNF555 ZNF556 ZNF77"
118,5,0.6880,6.880,4170,0.001643,0.996692,"AFAP1L2 CALHM3 GOLGA7B LIPA PNLIP"
119,9,0.6850,24.66,5805,0.004217,0.999853,"AFG3L2 CEP192 FAM210A NDC80 PRELID3B SEH1L THOC1 TRIM37 ZBTB14"
120,13,0.6613,51.58,1.029e+04,0.004974,0.999993,"AFM AFP ALB CXCL1 CXCL2 CXCL3 CXCL5 FAM47E PF4 UGT2A3 UGT2B15 UGT2B4 UGT2B7"
121,9,0.6820,24.55,6570,0.003712,0.999853,"AAGAB AFTPH AP1B1 AP1G1 AP1M1 AP1M2 AP1S1 HEATR5B RAB11A"
122,5,0.6555,6.555,3938,0.001657,0.996692,"AGA P2RY14 PLSCR1 TFDP2 TM4SF4"
123,12,0.6495,42.87,9287,0.004583,0.999986,"AGAP6 ALOX5 C10orf53 C10orf71 CHAT DRGX ERCC6 FAM170B SLC18A3 TMEM273 VSTM4 WASHC2A"
124,21,0.5193,109.1,1.643e+04,0.006577,1.00000,"AGAP5 AGAP6 AGAP9 ANK3 ANXA8L1 CXCL12 FAM25A GPRIN2 NUTM2A NUTM2B PTPN20 SFTPA1 SFTPA2 SYT15 WASHC2C ZNF22 ZNF239 ZNF32 ZNF33B ZNF37A ZNF485"
125,14,0.7340,66.80,1.127e+04,0.005878,0.999997,"ATOH1 C7orf33 CHRM2 CTLA4 IK IL33 KIAA0319 KIAA0586 LLCFC1 MLF2 MMP27 PRR9 SLC44A5 TBC1D1"
126,7,0.6883,14.45,4752,0.003024,0.999299,"AGK SLC25A28 SLC25A37 STARD7 STOML2 TIMM22 TIMM29"
127,8,0.6523,18.26,6244,0.002909,0.999679,"AGO1 AGO3 AGO4 GJB4 LURAP1 ZFP69 ZFP69B ZNF684"
128,8,0.7664,21.46,5659,0.003767,0.999679,"AGO2 ANKRD52 DGCR8 DICER1 DROSHA TARBP2 TNRC6A XPO5"
129,6,0.6554,9.832,4616,0.002120,0.998474,"AGPAT5 ISL2 LHX3 NEUROD1 OTP OTX2"
130,17,0.6514,88.59,1.136e+04,0.007715,1.00000,"AGPS FAR1 GNPAT PCYT2 PEX10 PEX12 PEX13 PEX16 PEX19 PEX2 PEX3 PEX5 PEX6 PEX7 SEC14L1 SELENOI TMEM189"
131,24,0.6179,170.5,1.956e+04,0.008623,1.00000,"ABCC12 AGRP C16orf86 CES1 CES2 CES3 CES4A CHST5 CLEC18A CLEC18B CLEC18C CMTM1 CTRB1 HSD11B2 IRX6 LCAT MT4 MTSS1L PARD6A PDP2 PDPR PLA2G15 TMED6 ZNF23"
132,13,0.6549,51.08,8479,0.005970,0.999993,"AHCTF1 CDCA3 KPNA2 NDC1 NUP133 NUP153 NUP160 NUP188 NUP37 NUP43 NUP50 POM121C TMEM201"
133,18,0.6503,99.49,1.020e+04,0.009630,1.00000,"ADSL ADSS AHCY ATIC DHFR DHODH DTYMK GART GMPS IMPDH2 MTHFD1 PAICS PFAS PPAT RPIA SDHB TFRC YRDC"
134,6,0.7273,10.91,3976,0.002729,0.998474,"AHCYL1 FAM13B MAPK6 MAPKAPK5 SLC20A1 SLC4A7"
135,6,0.7203,10.80,4084,0.002631,0.998474,"AHCYL1 AHCYL2 FAM13B MAPK6 MAPKAPK5 SLC4A7"
136,19,0.5425,92.77,1.207e+04,0.007601,1.00000,"BCAR1 CRKL ELMO2 FERMT2 ILK ITGAV LIMS1 NCKAP1 PTK2 PXN RAC1 RAPGEF1 RAPH1 RSU1 SRC TLN1 TNS3 VCL YES1"
