Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
22,20,0.6961,132.3,1.621e+04,0.008075,1.00000,"ABCC11 ABCC12 CES1 CES2 CES3 CES5A CHST5 CLEC18A CLEC18B CLEC18C CMTM1 CPNE2 HSD11B2 IRX6 LCAT MT1A MT1F MT4 MTSS1L TMED6"
23,22,0.6622,153.0,1.259e+04,0.01196,1.00000,"ADSL ADSS ATIC CAD DHFR DHODH FPGS GART GMPS IMPDH2 MTHFD1 MTR NAMPT PAICS PFAS PPAT PPCDC RFK RPIA SDHB TFRC UMPS"
24,9,0.7069,25.45,6243,0.004048,0.999853,"ABCE1 COPB2 PSMA1 PSMA2 PSMA6 SMU1 SNRPD1 SNU13 VCP"
25,10,0.7074,31.83,7139,0.004427,0.999933,"ABCF1 DHX16 MRPS18B NOL7 PPP1R10 PRPF4B RIOK1 SNRNP48 TUBB4B WDR46"
26,4,0.7592,4.555,2777,0.001633,0.992931,"ABCF2 DRG1 HSPA14 ZC3H15"
27,5,0.7641,7.641,3685,0.002063,0.996692,"ABCF3 NFIA NFIB NFIC PTGES3"
28,8,0.7220,20.22,5423,0.003703,0.999679,"ABCG1 DUX4 HSPE1 OR2A25 RPL12 RPL17 RPL37 RPS13"
29,10,0.7078,31.85,7800,0.004056,0.999933,"ABHD11 ASL CASTOR3 CLDN3 CYP3A5 GUSB TRIM50 TYW1 ZNF727 ZNF736"
30,21,0.5858,123.0,1.644e+04,0.007410,1.00000,"ABHD12 ACSS1 APMAP BFSP1 CST1 CST11 CST2 CST3 CST4 CST5 CST7 CST8 CST9 CST9L CSTL1 GGTLC1 NANP NAPB NINL PCSK2 ZNF337"
31,16,0.6021,72.25,1.253e+04,0.005717,0.999999,"ABHD14A ABHD14B CACNA2D2 CAMP GLYCTK GNAT1 IQCF1 IQCF2 IQCF3 IQCF5 ITIH3 ITIH4 MUSTN1 NT5DC2 SEMA3G TLR9"
32,15,0.5754,60.41,1.208e+04,0.004965,0.999999,"ABHD3 B4GALT6 CABLES1 CHST9 CTIF DSC1 DSG1 DSG3 DSG4 HRH4 KIAA1328 SERPINB7 TPGS2 ZNF396 ZNF397"
33,4,0.7854,4.713,3129,0.001500,0.992931,"ABHD5 BLCAP MARCH6 TMX1"
34,13,0.7004,54.63,8266,0.006546,0.999993,"ABI1 ACTR2 ACTR3 ARPC2 ARPC3 ARPC4 BRK1 COMMD3 NCKAP1 RAC1 WASF2 WASHC3 WASHC4"
35,6,0.7100,10.65,4203,0.002520,0.998474,"ABL1 BCR GAB2 PTPN1 QRFP SOS1"
36,9,0.7239,26.06,6886,0.003760,0.999853,"CPT1A FGF19 FGF4 GAL IGHMBP2 MRGPRD MRGPRF MYEOV ZNF20"
37,4,0.7229,4.337,3285,0.001315,0.992931,"ABR FAM57A P2RX5 TNFSF12"
38,16,0.9543,114.5,1.022e+04,0.01105,0.999999,"ACBD5 ACOX1 HSD17B4 PEX1 PEX10 PEX12 PEX13 PEX16 PEX19 PEX2 PEX26 PEX3 PEX5 PEX6 PEX7 SCP2"
39,54,0.6628,948.5,3.620e+04,0.02546,1.00000,"ACAD9 COA6 COA7 COQ2 COQ4 COQ7 COX4I1 CYC1 DMAC1 ECSIT FASTKD5 FOXRED1 GRSF1 NDUFA10 NDUFA11 NDUFA2 NDUFA3 NDUFA5 NDUFA6 NDUFA8 NDUFA9 NDUFAF1 NDUFAF3 NDUFAF4 NDUFAF6 NDUFAF7 NDUFAF8 NDUFB10 NDUFB2 NDUFB3 NDUFB4 NDUFB5 NDUFB6 NDUFB7 NDUFB8 NDUFB9 NDUFC1 NDUFC2 NDUFS1 NDUFS2 NDUFS3 NDUFS5 NDUFS7 NDUFS8 NDUFV1 NDUFV2 NFU1 NUBPL PDSS2 PET117 PYURF RTN4IP1 TIMMDC1 UQCRC2"
40,12,0.7014,46.29,9573,0.004800,0.999986,"ADCYAP1R1 AEBP1 AGR2 AGR3 GHRHR HOXA5 HOXA6 HOXA7 HOXA9 RBAK RSPH10B2 ZNF12"
41,10,0.7065,31.79,7912,0.003992,0.999933,"ACADVL ALOX15 ALOXE3 ASGR2 MFSD6L MYH2 SAT2 SHBG TMEM256 TNFSF12"
42,5,0.7283,7.283,3762,0.001927,0.996692,"ACAP1 OR1D5 OR1E2 OR3A1 OVCA2"
43,6,0.7574,11.36,4160,0.002716,0.998474,"ACAP2 ARF6 RAB35 RAB8A SBF1 SBF2"
44,8,0.7441,20.83,5456,0.003793,0.999679,"ACAT2 FDFT1 FDPS HSD17B7 LSS MSMO1 SC5D SQLE"
45,8,0.7095,19.87,5442,0.003626,0.999679,"AFDN CDH1 CDH2 CTNNA1 CTNND1 PARD6B TAX1BP3 TP53BP2"
46,11,0.7016,38.59,7977,0.004801,0.999969,"ACCS ACCSL CHRM4 CRY2 MRGPRX3 OR4A47 OR4B1 OR4C12 OR4C13 OR4C3 OR4X1"
47,9,0.7334,26.40,7172,0.003658,0.999853,"ACE EPX LPO MKS1 MPO OR4D1 OR4D2 PLEKHM1 SEPT4"
48,6,0.7433,11.15,4655,0.002383,0.998474,"ACER3 OMP P2RY2 P2RY6 PLEKHB1 UCP3"
49,4,0.7454,4.473,2514,0.001770,0.992931,"ACIN1 CCNL1 CTNNBL1 PPP1R8"
50,6,0.7231,10.85,4714,0.002290,0.998474,"ACKR2 GNAT1 HYAL1 ITIH4 KLHDC8B PFKFB4"
51,4,0.7334,4.400,2885,0.001519,0.992931,"ASCL1 DYNC1I2 NKX2-1 SOX1"
52,21,0.7671,161.1,1.492e+04,0.01065,1.00000,"CD46 CD55 DPM1 DPM3 GPAA1 PGAP2 PIGC PIGH PIGK PIGL PIGM PIGN PIGO PIGP PIGQ PIGS PIGT PIGU PIGV PIGW PIGY"
53,13,0.6377,49.74,1.028e+04,0.004805,0.999993,"ACSF2 C17orf47 EPX HOXB9 LPO MKS1 MPO NME1 NME2 OR4D1 OR4D2 RSAD1 SEPT4"
54,5,0.7517,7.517,3906,0.001916,0.996692,"ACR ANHX RABL2B ZNF132 ZNF324B"
55,9,0.7691,27.69,5206,0.005272,0.999853,"ACSL3 AMFR C12orf49 CYB5B MBTPS1 SCAP SCD SREBF1 TMEM41A"
56,23,0.7038,178.1,1.764e+04,0.009965,1.00000,"ABCC6 ACSM1 ACSM3 ACSM5 BFAR C16orf45 ITGAD ITGAL ITGAX LAT MPV17L MYH11 NOMO2 PYCARD SCNN1B SEPT1 STX1B SULT1A2 VKORC1 ZNF747 ZNF764 ZNF771 ZNF785"
57,9,0.7079,25.48,6869,0.003687,0.999853,"ABCC6 ACSM1 ACSM2A ACSM2B ACSM5 C16orf45 CORO7 NOMO1 SEPT12"
58,10,0.7176,32.29,7041,0.004553,0.999933,"COX6C EIF3E EIF3H INTS8 MRPL13 MTERF3 POP1 RPL30 UTP23 VIRMA"
59,4,0.7494,4.496,2774,0.001614,0.992931,"ACTR10 ATP6V1D EXOC5 LIN52"
60,4,0.7624,4.574,2528,0.001801,0.992931,"ACTR1A DYNC1LI1 DYNC1LI2 NDE1"
61,25,0.4844,145.3,1.895e+04,0.007589,1.00000,"ACTR3B AGBL3 AKR1D1 CPA1 CPA2 CPA5 EPHB6 FAM71F2 HYAL4 KIAA1147 OR2A2 OR2A5 OR2F2 OR6B1 OR6V1 OR9A2 OR9A4 PRSS1 PRSS37 PRSS58 RNF148 TAS2R39 TAS2R60 TRPV5 TRPV6"
62,11,0.7114,39.13,7697,0.005043,0.999969,"ACVR1 BAMBI BMPR1A IPO8 LRIG3 MIB1 NEO1 RGMB SMAD1 SMAD7 UBAC1"
63,5,0.7297,7.297,3739,0.001942,0.996692,"ACVR1B ACVR2A IPO8 LEMD3 PMEPA1"
64,26,0.5118,166.3,1.972e+04,0.008343,1.00000,"ACVRL1 ANKRD33 AQP5 ASIC1 DNAJC14 KRT1 KRT2 KRT3 KRT4 KRT5 KRT6A KRT6B KRT73 KRT74 KRT75 KRT77 KRT78 KRT79 KRT82 KRT83 KRT84 KRT86 OR10P1 OR2AP1 OR6C3 POU6F1"
65,8,0.7128,19.96,6940,0.002861,0.999679,"ADA CNBD2 GGT7 GHRH HCK LBP MAP1LC3A MYH7B"
66,7,0.7021,14.74,5407,0.002712,0.999299,"ADAL C15orf53 CHRNA7 DUOXA1 DUOXA2 EPB42 PLA2G4D"
67,6,0.7041,10.56,4518,0.002326,0.998474,"ADAM10 JAG1 POFUT1 POGLUT1 PSENEN TSPAN14"
68,5,0.7135,7.135,3702,0.001918,0.996692,"ADAM15 FCGR2B FCGR3A GBA OR6K6"
69,16,0.7030,84.36,1.294e+04,0.006461,0.999999,"ADAM18 ADAM2 ADAM32 ADRB3 AP3M2 CHRNA6 CHRNB3 DKK4 LETM2 NKX6-3 PLPP5 POMK RNF170 RNF5 SLC20A2 ZMAT4"
70,9,0.7174,25.83,7567,0.003393,0.999853,"ADAM28 ADAM7 C8orf58 PEBP4 STC1 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D"
71,17,0.7055,95.95,1.372e+04,0.006929,1.00000,"AIPL1 ALDH3A1 ALOX12B ALOX15 ALOX15B ALOXE3 CCDC144A CLEC10A MFSD6L MYH2 MYH4 SHBG SLC2A4 TMEM256 TNFSF12 TNFSF13 VAMP2"
72,6,0.7099,10.65,4648,0.002280,0.998474,"ADAMTS15 ADAMTS8 FXYD6 KCNJ1 NXPE4 TMEM136"
73,4,0.8141,4.884,3022,0.001610,0.992931,"ADAMTS7 CSPG4 GOLGA6B UBE2Q2L"
74,12,0.7028,46.39,9001,0.005113,0.999986,"ADAMTSL4 CTSK FCRL3 FLG2 GBA HIST2H2AB LCE3E S100A12 S100A2 S100A6 S100A9 SLAMF7"
75,9,0.7012,25.24,6747,0.003718,0.999853,"ADAMTSL5 CYBC1 DDC FDX1 KCNK13 NAT8L RPH3A TNFRSF19 UCKL1"
76,7,0.7133,14.98,4683,0.003179,0.999299,"ADAT2 ADAT3 CDIPT DOLK RTCB TRMT6 TRMT61A"
77,7,0.7502,15.75,4902,0.003194,0.999299,"ARGLU1 BORA CDC16 DIS3 MZT1 PCID2 TUBGCP3"
78,6,0.7135,10.70,4629,0.002301,0.998474,"ADCY8 GML GSDMC KCNQ3 WISP1 ZFP41"
79,14,0.7117,64.77,1.147e+04,0.005604,0.999997,"ADAM2 ADAM32 ADGRA2 ADRB3 AP3M2 CHRNA6 CHRNB3 DDHD2 DKK4 PLPP5 RNF170 RNF5 TNFRSF10A TNFRSF10B"
80,13,0.7064,55.10,9728,0.005617,0.999993,"AIFM3 DGCR6L HIC2 KLHL22 LZTR1 MPPE1 P2RX6 RIMBP3 SEPT5 SLC7A4 THAP7 VPREB1 ZNF74"
81,9,0.7182,25.85,7014,0.003663,0.999853,"ADGRF1 FBXO9 GSTA1 GSTA3 GSTA4 GUCA1A IL17A IL17F SPATS1"
82,32,0.5188,257.3,2.585e+04,0.009832,1.00000,"ABCC12 CA7 CDH5 CES1 CES2 CES3 CES4A CES5A CHST5 CKLF CLEC18A CLEC18B CLEC18C CMTM1 CMTM2 CPNE2 CTRB1 GLG1 HP HSD11B2 IRX6 LCAT MT1F MT4 MTSS1L PDP2 PDPR PLA2G15 PLLP TMED6 ZDHHC1 ZNF23"
83,18,0.7015,107.3,1.461e+04,0.007273,1.00000,"ABCC11 ABCC12 ADGRG5 C16orf78 CES1 CES2 CES3 CES5A CLEC18A CMTM1 CPNE2 HSD11B2 IRX6 LCAT MT1A MT1F MT4 TMED6"
84,17,0.4836,65.76,1.254e+04,0.005204,1.00000,"ADGRG7 ARL13B CD200R1L CLDND1 IMPG2 NXPE3 OR5AC2 OR5H1 OR5H14 OR5H15 OR5H2 OR5H6 OR5K1 OR5K3 OR5K4 PROS1 STX19"
85,4,0.7016,4.210,3236,0.001296,0.992931,"ADH1A ADH4 SULT1B1 UGT2A1"
86,6,0.7111,10.67,4762,0.002229,0.998474,"ADH6 SULT1B1 TMPRSS11B TMPRSS11D UGT2A1 UGT2B4"
87,8,0.7386,20.68,5825,0.003528,0.999679,"ADIPOR2 CYB561A3 EBF1 IRF8 MEF2B PAX5 POU2AF1 POU2F2"
88,4,0.7121,4.273,3287,0.001295,0.992931,"ADIRF FFAR4 IFIT1B SFTPA1"
89,18,0.7038,107.7,1.389e+04,0.007672,1.00000,"ADORA2A APOBEC3G APOL1 CRYBA4 DGCR6 DGCR6L GSTT2B MIF MPPE1 RFPL2 RFPL3 SEC14L6 SEPT5 SLC5A1 USP18 VPREB1 YPEL1 ZNF74"
90,7,0.7052,14.81,4681,0.003144,0.999299,"ADPGK DERL1 NFE2L2 SLC33A1 SLC35B4 SUCO TAPT1"
91,4,0.7455,4.473,3435,0.001297,0.992931,"ADPRHL2 DCDC2B TSSK3 ZSCAN20"
92,15,0.6752,70.89,1.127e+04,0.006233,0.999999,"B4GALT1 BEST3 CPM FAM3C FAM49A FGF8 FRS2 LFNG LRRC10 LYZ MYCN MYOG RAB3IP RAP1B SLC35E3"
93,27,0.7008,246.0,1.801e+04,0.01343,1.00000,"BCS1L COA5 COA6 COA7 COQ4 COX10 COX16 COX4I1 COX5B COX6B1 COX6C COX7C CYC1 FASTKD5 NDUFA8 NDUFB10 NDUFB6 NDUFB8 NDUFS1 NDUFS5 NDUFV2 PET117 UQCR10 UQCRB UQCRC1 UQCRC2 UQCRFS1"
94,4,0.7599,4.559,3326,0.001366,0.992931,"ADRB1 CALHM3 GSTO2 SORCS3"
95,6,0.7051,10.58,4539,0.002319,0.998474,"AES SGTA UQCR11 ZNF555 ZNF556 ZNF77"
96,8,0.7544,21.12,5206,0.004029,0.999679,"AFG3L2 CEP192 FAM210A NDC80 PRELID3B SEH1L THOC1 ZBTB14"
97,10,0.7083,31.87,8013,0.003952,0.999933,"AFM AFP ALB CXCL1 CXCL2 CXCL5 PF4 UGT2A3 UGT2B4 UGT2B7"
98,8,0.7451,20.86,5776,0.003589,0.999679,"AAGAB AFTPH AP1B1 AP1G1 AP1M1 AP1S1 HEATR5B RAB11A"
99,4,0.7231,4.339,3216,0.001344,0.992931,"AGA P2RY14 PLSCR1 TM4SF4"
100,17,0.6226,84.67,1.321e+04,0.006351,1.00000,"AGAP5 AGAP6 AGAP9 ANXA8L1 GPRIN2 NUTM2A NUTM2B PTPN20 SFTPA1 SFTPA2 SYT15 WASHC2C ZNF22 ZNF239 ZNF32 ZNF33B ZNF485"
101,11,0.7000,38.50,8430,0.004535,0.999969,"AGAP6 C10orf53 C10orf71 CHAT DRGX ERCC6 FAM170B SLC18A3 TMEM273 VSTM4 WASHC2A"
102,14,0.7340,66.80,1.127e+04,0.005878,0.999997,"ATOH1 C7orf33 CHRM2 CTLA4 IK IL33 KIAA0319 KIAA0586 LLCFC1 MLF2 MMP27 PRR9 SLC44A5 TBC1D1"
103,6,0.7644,11.47,4090,0.002788,0.998474,"AGK SLC25A28 SLC25A37 STOML2 TIMM22 TIMM29"
104,7,0.7106,14.92,5518,0.002690,0.999299,"AGO1 AGO3 AGO4 GJB4 LURAP1 ZFP69 ZNF684"
105,8,0.7664,21.46,5659,0.003767,0.999679,"AGO2 ANKRD52 DGCR8 DICER1 DROSHA TARBP2 TNRC6A XPO5"
106,5,0.7172,7.172,3841,0.001859,0.996692,"AGPAT5 LHX3 NEUROD1 OTP OTX2"
107,12,0.7190,47.45,8264,0.005693,0.999986,"AGPS FAR1 GNPAT PCYT2 PEX12 PEX19 PEX2 PEX5 PEX7 SEC14L1 SELENOI TMEM189"
108,18,0.6722,102.8,1.485e+04,0.006864,1.00000,"AGRP C16orf86 CES1 CES2 CES3 CHST5 CLEC18A CLEC18B CMTM1 HSD11B2 LCAT MTSS1L PARD6A PDP2 PDPR PLA2G15 TMED6 ZNF23"
109,9,0.7241,26.07,5950,0.004349,0.999853,"AHCTF1 NUP133 NUP153 NUP160 NUP188 NUP37 NUP43 NUP50 TMEM201"
110,9,0.7090,25.52,4973,0.005087,0.999853,"ADSL AHCY DHFR DTYMK GART GMPS PPAT TFRC YRDC"
111,6,0.7273,10.91,3976,0.002729,0.998474,"AHCYL1 FAM13B MAPK6 MAPKAPK5 SLC20A1 SLC4A7"
112,6,0.7203,10.80,4084,0.002631,0.998474,"AHCYL1 AHCYL2 FAM13B MAPK6 MAPKAPK5 SLC4A7"
113,17,0.5824,79.20,1.068e+04,0.007335,1.00000,"BCAR1 CRKL ELMO2 FERMT2 ILK ITGAV LIMS1 NCKAP1 PTK2 PXN RAC1 RAPGEF1 RAPH1 RSU1 SRC TLN1 TNS3"
114,4,0.8538,5.123,2433,0.002094,0.992931,"AHR ARNT STIP1 TIPARP"
115,4,0.7422,4.453,2571,0.001724,0.992931,"AHR AHSA1 ARNT STIP1"
116,40,0.5342,416.7,3.058e+04,0.01341,1.00000,"ABCC6 ACSM5 AHSP BCKDK C16orf45 C16orf92 CA5A CCDC189 CLN3 DOC2A FAM57B HIRIP3 HS3ST2 HSD3B7 ITGAD ITGAL ITGAM ITGAX LAT MPV17L NPIPA5 NPIPB6 PYCARD SBK1 SCNN1B SEPT1 SLC5A2 STX1B SULT1A2 TBX6 VKORC1 YPEL3 ZG16 ZNF688 ZNF689 ZNF747 ZNF764 ZNF771 ZNF785 ZNF843"
117,7,0.7189,15.10,4550,0.003297,0.999299,"CAB39 CCM2 FRYL KRIT1 PDCD10 TAOK1 TLNRD1"
118,6,0.7011,10.52,4508,0.002321,0.998474,"AIM2 CD1B FCGR2B ITLN2 KCNJ10 OR10J5"
119,8,0.7347,20.57,5156,0.003962,0.999679,"ATM CDKN1A CHEK2 MDM2 MDM4 PPM1D TP53 USP28"
120,10,0.7106,31.98,7083,0.004481,0.999933,"BCL6 CYB561A3 EBF1 ITSN2 MEF2B PAX5 POU2AF1 POU2F2 SH3GL1 TTC7A"
121,12,0.7010,46.27,9589,0.004790,0.999986,"C17orf50 C17orf75 CCL13 CCL2 CCL7 DHRS11 EVI2A GAS2L2 GSDMB LYRM9 RDM1 SLFN12"
122,6,0.7050,10.58,4088,0.002573,0.998474,"AK6 EXOSC10 HEATR1 IMP3 NOP9 WDR43"
123,8,0.7066,19.79,6691,0.002941,0.999679,"AK8 DPP7 ENTPD2 GLT6D1 LCN10 LCN15 LCN6 LCN8"
124,9,0.7246,26.08,6353,0.004078,0.999853,"AKAP10 AP3B1 AP3D1 ARFGEF2 EIPR1 HTT RAB14 VPS26A VPS50"
125,7,0.7295,15.32,5518,0.002762,0.999299,"AKAP2 OR1J4 OR1L1 OR1L8 OR1N2 PALM2 TXNDC8"
126,7,0.7104,14.92,5439,0.002729,0.999299,"HTN3 SMR3A SULT1B1 TMPRSS11B UGT2A1 UGT2B11 UGT2B4"
127,8,0.7009,19.62,5603,0.003480,0.999679,"AKIP1 CEP120 CEP44 HYLS1 PCM1 POC1A POC1B POC5"
128,6,0.7265,10.90,4035,0.002685,0.998474,"AKIRIN1 DDI2 INAFM1 NFE2L1 NGLY1 RAD23B"
129,42,0.4036,347.5,3.344e+04,0.01026,1.00000,"AKR7A3 AMIGO1 AMY2A CASQ2 CD101 CHIA CYB561D1 DENND2C EXTL2 FAM19A3 FNDC7 GBP5 GNAI3 GNAT2 GPR61 GSTM1 GSTM2 GSTM3 GSTM4 GSTM5 HAO2 HSD3B1 HSD3B2 INKA2 KCNA10 KCNA3 MOV10 MYBPHL NGF NRBF2 OVGP1 PHTF1 PPM1J RAP1A RHOC SLC22A15 SLC6A17 SYPL2 TMEM167B TRIM45 TSHB UBL4B"
130,14,0.6408,58.31,9513,0.006074,0.999997,"AFDN ARHGAP29 CDC42 CRB3 CTNNA1 F11R IRF6 PARD3 PARD6B PATJ PAX8 PRKCI TJP1 TP53BP2"
131,5,0.7695,7.695,3821,0.002005,0.996692,"AKR1C1 AKR1C3 AKR1E2 CALML3 CALML5"
132,6,0.7019,10.53,4624,0.002266,0.998474,"AKR1C1 AKR1C3 AKR1C4 CALML3 CALML5 ITIH2"
133,9,0.7393,26.62,5632,0.004689,0.999853,"AKT1 MAPKAP1 MIOS MLST8 PDPK1 PIK3CA PIK3CB RICTOR WDR59"
134,5,0.7526,7.526,2842,0.002632,0.996692,"AKT1S1 DDIT4 PTEN TSC1 TSC2"
135,9,0.7202,25.93,5693,0.004520,0.999853,"AKT1 AKT2 MAPKAP1 MIOS MLST8 PDPK1 PIK3CA PIK3CB RICTOR"
136,12,0.7160,47.26,7662,0.006111,0.999986,"ALAD ALAS1 DHODH GCLC GSS MTHFD1 NAMPT PFAS PPCDC PPCS RFK TPK1"
137,10,0.7108,31.98,7277,0.004364,0.999933,"ALCAM CDV3 MTRNR2L8 OR5AC2 OR5H1 OR5H15 OR5H2 OR5K1 OR5K3 OR5K4"
138,6,0.7421,11.13,3691,0.002997,0.998474,"ALDH18A1 ASNS ATF4 EIF2AK4 NADK2 TRPM7"
139,4,0.7066,4.240,3309,0.001277,0.992931,"ALDH1A2 GP1BA INCA1 KCTD11"
140,8,0.7222,20.22,4965,0.004043,0.999679,"ALDOA GAPDH GPI PGAM1 PGD PGP PKM TPI1"
141,8,0.7078,19.82,6084,0.003238,0.999679,"ALDOC CCDC102A GML OR5AU1 PIGS PM20D1 PSD4 WFDC11"
142,7,0.7032,14.77,4582,0.003203,0.999299,"ALG1 ALG2 DPAGT1 HYOU1 RFT1 SLC39A7 TMEM258"
143,5,0.7423,7.423,3422,0.002158,0.996692,"ALG11 DIS3 EXOSC8 MZT1 ZC3H13"
144,16,0.7375,88.50,1.007e+04,0.008687,0.999999,"ALG12 ALG3 ALG5 ALG6 ALG8 ALG9 DOLPP1 DPM1 DPM2 DPM3 MPDU1 MPI OST4 PMM2 SEC63 UGP2"
145,4,0.7309,4.385,3249,0.001345,0.992931,"ALK INSM2 ISL1 MYT1"
146,14,0.7119,64.78,1.103e+04,0.005824,0.999997,"ALKBH4 ARPC1B C7orf43 CYP3A43 CYP3A5 CYP3A7 MOGAT3 MUC12 PILRA PILRB WNT2 ZKSCAN1 ZSCAN21 ZSCAN25"
147,11,0.8778,48.28,7035,0.006795,0.999969,"ALKBH8 CTU1 CTU2 DPH3 ELP5 ELP6 MOCS3 NR2C2AP PUS3 RNF25 URM1"
148,10,0.7504,33.77,7851,0.004272,0.999933,"ALOX5 C10orf53 C10orf71 CHAT DRGX ERCC6 FAM170B SLC18A3 TMEM273 VSTM4"
149,4,0.7023,4.214,3370,0.001246,0.992931,"ALPG BPIFA1 BPIFA3 KIAA1755"
150,5,0.7123,7.123,3928,0.001806,0.996692,"ALPK1 KIR2DL1 KIR2DL3 KIR2DL4 LILRB2"
151,10,0.7046,31.71,7225,0.004357,0.999933,"ACCSL ALX4 ELF5 OR4A47 OR4B1 OR4C12 OR4C13 OR4C3 OR4X1 TP53I11"
152,9,0.7173,25.82,6919,0.003709,0.999853,"AMBN CXCL2 PF4 TMPRSS11B UGT2A3 UGT2B11 UGT2B15 UGT2B4 UGT2B7"
153,4,0.7023,4.214,3215,0.001306,0.992931,"AAED1 AMBP FBP2 GNA14"
