Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
12,5,0.6360,6.360,3417,0.001853,0.996692,"AAR2 CD2BP2 DDX23 NCDN USPL1"
13,15,0.5440,57.12,1.266e+04,0.004481,0.999999,"AARD C8orf76 COL14A1 ENPP2 FBXO32 GNPNAT1 KLHL38 MTSS1 NETO2 NOV RNF139 SLC22A4 SLC30A8 TRMT12 ZHX2"
14,11,0.6055,33.30,7834,0.004221,0.999969,"AARS CDT1 CENPT CFDP1 EXOSC6 GINS3 NIP7 SF3B3 SLC7A6OS TANGO6 UTP4"
15,95,0.4887,2182,6.598e+04,0.03192,1.00000,"AARS2 DAP3 EARS2 FARS2 GADD45GIP1 GATB GATC GFM1 HARS2 KIAA0391 LARS2 LRPPRC MARS2 MRPL10 MRPL11 MRPL12 MRPL13 MRPL14 MRPL15 MRPL16 MRPL17 MRPL18 MRPL19 MRPL2 MRPL20 MRPL21 MRPL22 MRPL23 MRPL28 MRPL3 MRPL30 MRPL32 MRPL33 MRPL34 MRPL35 MRPL37 MRPL38 MRPL39 MRPL4 MRPL40 MRPL41 MRPL43 MRPL44 MRPL45 MRPL46 MRPL47 MRPL48 MRPL49 MRPL53 MRPL54 MRPL55 MRPL57 MRPS10 MRPS11 MRPS12 MRPS14 MRPS16 MRPS18A MRPS18B MRPS18C MRPS2 MRPS21 MRPS22 MRPS23 MRPS24 MRPS25 MRPS26 MRPS35 MRPS5 MRPS6 MRPS7 MRPS9 MTG2 MTPAP NARS2 PNPT1 POLG POLG2 POLRMT PTCD1 PTCD3 QRSL1 RARS2 RPUSD4 SARS2 SLC25A26 SSBP1 SUPV3L1 TARS2 TFAM TFB2M TRMT10C TRUB2 TWNK VARS2"
16,8,0.6115,17.12,5308,0.003206,0.999679,"ACACA ACLY CHP1 FASN GPAT4 SLC25A1 TMEM120B VKORC1L1"
17,11,0.6090,33.49,7523,0.004419,0.999969,"AATF CDC6 DHX8 PSMB3 PSMD11 PSMD3 RPL19 RPL23 RPL23A RPL27 ZNF830"
18,6,0.6000,9.001,5009,0.001789,0.998474,"AATK BAIAP2 PYCR1 RAC3 RFNG SLC25A10"
19,11,0.5914,32.53,8813,0.003668,0.999969,"ABCA2 AK8 DPP7 ENTPD2 FAM69B GLT6D1 LCN10 LCN15 LCN6 LCN8 TUBB4B"
20,4,0.6156,3.694,3006,0.001224,0.992931,"ABCA3 FLI1 KCNJ1 KCNJ5"
21,11,0.6181,33.99,7721,0.004371,0.999969,"ALG14 BCAS2 CDC7 DDX20 DNTTIP2 HEATR3 PRPF38B RNPC3 RPAP2 RPL5 WDR3"
22,5,0.6123,6.123,4022,0.001517,0.996692,"ABCA8 CSH2 INSRR LIMD2 METTL2B"
23,5,0.6197,6.197,3865,0.001597,0.996692,"ABCB1 RAET1G ULBP1 ULBP2 ULBP3"
24,6,0.6614,9.921,4837,0.002042,0.998474,"ABCB11 BBS5 CRYGA CRYGB CRYGC CRYGD"
25,4,0.6088,3.653,3124,0.001165,0.992931,"ABCB4 HOMER1 NOVA1 PIP"
26,21,0.5273,110.7,1.693e+04,0.006483,1.00000,"ABCB5 ADCYAP1R1 AEBP1 AGR2 AGR3 DBNL DPY19L1 GHRHR HOXA5 HOXA6 HOXA7 HOXA9 INMT KIAA0895 MTURN MYO1G NME8 NPY PHKG1 PRR15 ZNF713"
27,57,0.4429,706.8,4.379e+04,0.01584,1.00000,"ABCC6 ACSM1 ACSM2B ACSM3 ACSM5 AHSP BCKDK BFAR C16orf45 C16orf92 CA5A CCDC189 CLN3 DCTPP1 DOC2A FAM57B HIRIP3 HS3ST2 HSD3B7 ITGAD ITGAL ITGAM ITGAX LAT METTL22 MPV17L MYH11 NFATC2IP NOMO1 NOMO2 NPIPA5 NPIPB6 PDZD9 PKD1 PLA2G10 PYCARD SBK1 SCNN1B SCNN1G SEPT1 STX1B SULT1A1 SULT1A2 SYT17 TBX6 TMC7 USP31 VKORC1 YPEL3 ZG16 ZNF688 ZNF689 ZNF747 ZNF764 ZNF771 ZNF785 ZNF843"
28,4,0.6771,4.063,3409,0.001188,0.992931,"ABCC10 HLA-DPA1 HLA-DPB1 ZNF76"
29,48,0.4291,484.1,3.893e+04,0.01225,1.00000,"ABCC11 ABCC12 ADGRG5 AGRP C16orf78 CA7 CES1 CES2 CES3 CES4A CES5A CETP CHST5 CLEC18A CLEC18B CLEC18C CMTM1 CPNE2 CTRB1 DPEP2 DRC7 DUS2 GLG1 HP HSD11B2 IRX5 IRX6 LCAT LDHD MMP15 MT1A MT1F MT1H MT4 MTSS1L NLRC5 NRN1L PARD6A PDP2 PDPR PLA2G15 PLLP SHCBP1 TEPP TMED6 ZDHHC1 ZNF19 ZNF23"
30,4,0.6199,3.720,3343,0.001109,0.992931,"ABCD2 ARL8B FOXI1 SLC8B1"
31,28,0.5410,204.5,1.592e+04,0.01264,1.00000,"ADSL ADSS ATIC CAD CTPS1 DHFR DHFR2 DHODH FPGS GART GMPS IMPDH2 MTHFD1 MTR NAMPT PAICS PFAS PGM3 PPAT PPCDC RFK RPIA SDHB TFRC TKT TYMS UMPS UXS1"
32,14,0.6061,55.16,9789,0.005587,0.999997,"ABCE1 COPB2 EIF2S1 NEDD8 PSMA1 PSMA2 PSMA4 PSMA5 PSMA6 SMU1 SNRPD1 SNU13 SRP54 VCP"
33,14,0.5894,53.63,9760,0.005450,0.999997,"ABCF1 DHX16 EXOC2 MRPS18B NOL7 NUP153 PAK1IP1 PPP1R10 PRPF4B RIOK1 RPP40 SNRNP48 TUBB4B WDR46"
34,5,0.6547,6.547,3595,0.001813,0.996692,"ABCF2 DRG1 HSPA14 TRMT2A ZC3H15"
35,6,0.6926,10.39,4443,0.002327,0.998474,"ABCF3 NFIA NFIB NFIC NFIX PTGES3"
36,12,0.5961,39.34,8053,0.004848,0.999986,"ABCG1 BUB3 CNIH4 DUX4 HSPE1 OR2A25 RPL12 RPL17 RPL37 RPL4 RPLP2 RPS13"
37,15,0.4707,49.42,1.127e+04,0.004355,0.999999,"ADAMTSL5 CCDC73 CYBC1 DDC DEF8 FDX1 KCNK13 NAT8L RPH3A SELE SLC5A12 TNFRSF19 TRAK1 UCKL1 WNT8A"
38,12,0.6090,40.19,9239,0.004320,0.999986,"ANO1 BBS1 FGF19 FGF4 FOLR2 GSTP1 MRGPRD MRGPRF MYEOV P2RY6 POLD4 TBX10"
39,17,0.6038,82.12,1.297e+04,0.006276,1.00000,"ABHD11 ASL CASTOR3 CLDN3 CYP3A5 GNAT3 GUSB SPDYE1 TRIM50 TYW1 ZNF138 ZNF273 ZNF479 ZNF679 ZNF727 ZNF736 ZNF92"
40,22,0.5583,129.0,1.722e+04,0.007415,1.00000,"ABHD12 ACSS1 APMAP BFSP1 CST1 CST11 CST2 CST3 CST4 CST5 CST7 CST8 CST9 CST9L CSTL1 GGTLC1 NANP NAPB NINL PCSK2 THBD ZNF337"
41,22,0.4701,108.6,1.729e+04,0.006226,1.00000,"ABHD14A ABHD14B CACNA2D2 CAMP CCR9 DNAH1 GLYCTK GNAT1 HYAL1 IQCF1 IQCF2 IQCF3 IQCF5 ITIH3 ITIH4 KRBOX1 MUSTN1 NISCH NT5DC2 SEMA3G TLR9 ZNF502"
42,4,0.6585,3.951,3084,0.001276,0.992931,"ABHD16A HSPA1L LY6G6F MSH5"
43,21,0.4699,98.68,1.603e+04,0.006104,1.00000,"BICDL2 C16orf90 CLDN6 CLDN9 CLUAP1 CORO7 GLIS2 HAGH HMOX2 OR1F1 OR2C1 PAQR4 PRSS21 PRSS27 PRSS33 SEPT12 TPSAB1 ZNF213 ZNF263 ZNF500 ZSCAN10"
44,16,0.5555,66.66,1.289e+04,0.005133,0.999999,"ABHD3 B4GALT6 CELF4 CHST9 CTIF DSC1 DSG1 DSG3 DSG4 HRH4 KIAA1328 MAPRE2 SERPINB7 TPGS2 ZNF396 ZNF397"
45,4,0.6429,3.857,3167,0.001213,0.992931,"ABHD4 CSF2 FBXL15 OR10Q1"
46,5,0.6044,6.044,3864,0.001558,0.996692,"ABHD5 AVPR1A BLCAP MARCH6 TMX1"
47,4,0.6167,3.700,3441,0.001072,0.992931,"ABI2 MTSS1 PPP1R27 TMEM86B"
48,8,0.6005,16.81,5500,0.003039,0.999679,"ABL1 BCR GAB2 LMO2 MYB PTPN1 QRFP SOS1"
49,12,0.5820,38.41,9130,0.004179,0.999986,"ANO1 CPT1A FGF19 FGF4 GAL IGHMBP2 MRGPRD MRGPRF MYEOV POLD4 TESMIN ZNF20"
50,7,0.6065,12.74,5666,0.002238,0.999299,"ABR ALOX15 ALOX15B FAM57A OR3A1 P2RX5 TNFSF12"
51,4,0.6436,3.861,3265,0.001179,0.992931,"ABTB1 GALK1 ST3GAL6 UNC119"
52,16,0.9543,114.5,1.022e+04,0.01105,0.999999,"ACBD5 ACOX1 HSD17B4 PEX1 PEX10 PEX12 PEX13 PEX16 PEX19 PEX2 PEX26 PEX3 PEX5 PEX6 PEX7 SCP2"
53,71,0.5280,1312,4.766e+04,0.02672,1.00000,"ACAD9 BCS1L COA5 COA6 COA7 COQ2 COQ4 COQ7 COX10 COX16 COX19 COX4I1 COX5B COX6B1 COX6C COX7C CYC1 CYCS DMAC1 ECSIT FASTKD5 FOXRED1 GRSF1 NDUFA10 NDUFA11 NDUFA2 NDUFA3 NDUFA5 NDUFA6 NDUFA8 NDUFA9 NDUFAF1 NDUFAF3 NDUFAF4 NDUFAF6 NDUFAF7 NDUFAF8 NDUFB10 NDUFB2 NDUFB3 NDUFB4 NDUFB5 NDUFB6 NDUFB7 NDUFB8 NDUFB9 NDUFC1 NDUFC2 NDUFS1 NDUFS2 NDUFS3 NDUFS5 NDUFS7 NDUFS8 NDUFV1 NDUFV2 NFU1 NUBPL PDSS1 PDSS2 PET117 PYURF RTN4IP1 SCO2 TIMMDC1 UQCR10 UQCRB UQCRC1 UQCRC2 UQCRFS1 UQCRQ"
54,4,0.6512,3.907,3480,0.001119,0.992931,"ACADM BSDC1 C1QB TSSK3"
55,17,0.6010,81.73,1.372e+04,0.005909,1.00000,"ABCB5 ADCYAP1R1 AEBP1 AGR2 AGR3 GHRHR HOXA5 HOXA6 HOXA7 HOXA9 INMT KIAA0895 MTURN NME8 RBAK RSPH10B2 ZNF12"
56,37,0.4515,300.7,2.930e+04,0.01013,1.00000,"AIPL1 ALDH3A1 ALOX12B ALOX15 ALOX15B ALOXE3 ASGR1 ASGR2 C17orf107 CCDC144A CLEC10A DNAH9 DYNLT1 KCTD11 MFSD6L MINK1 MYH1 MYH10 MYH2 MYH3 MYH4 MYH8 P2RX1 PLD2 RCVRN SAT2 SHBG SLC16A13 SLC2A4 STX8 TBC1D28 TMEM107 TMEM256 TNFSF12 TNFSF13 VAMP2 ZNF624"
57,9,0.6099,21.96,6747,0.003235,0.999853,"ACAP1 OR1A1 OR1A2 OR1D5 OR1E2 OR3A1 OVCA2 P2RX1 SPNS3"
58,8,0.6049,16.94,5386,0.003125,0.999679,"ACAP2 ARF6 RAB35 RAB8A RABIF RALGAPB SBF1 SBF2"
59,9,0.6564,23.63,6110,0.003841,0.999853,"ACAT2 FDFT1 FDPS HSD17B7 LSS MSMO1 MVD SC5D SQLE"
60,4,0.6295,3.777,2975,0.001265,0.992931,"ACBD3 DDHD2 FLT3 ZFP64"
61,13,0.6173,48.15,8780,0.005438,0.999993,"AFDN CDC42 CDH1 CDH2 CTNNA1 CTNND1 F11R PARD3 PARD6B PRKCI TAX1BP3 TJP1 TP53BP2"
62,25,0.4117,123.5,1.812e+04,0.006752,1.00000,"ACCS ACCSL ALX4 ANO3 CHRM4 COMMD9 CRY2 ELF5 LARGE2 MRGPRX1 MRGPRX3 MYBPC3 OR4A47 OR4A5 OR4B1 OR4C12 OR4C13 OR4C3 OR4C46 OR4S1 OR4X1 PTPRJ RAPSN TP53I11 TRIM49B"
63,18,0.5101,78.04,1.425e+04,0.005434,1.00000,"ACE C17orf47 EPX HOXB5 HOXB9 LPO MKS1 MPO MTMR4 NME1 NME2 OR4D1 OR4D2 PLEKHM1 RSAD1 SCPEP1 SEPT4 SGCA"
64,9,0.6203,22.33,6978,0.003182,0.999853,"ACER3 CAPN5 FCHSD2 KCTD21 OMP P2RY2 P2RY6 PLEKHB1 UCP3"
65,6,0.6470,9.704,3881,0.002487,0.998474,"ACIN1 CCNL1 CDK11A CTNNBL1 PPP1R8 PRPF19"
66,16,0.6063,72.76,1.254e+04,0.005752,0.999999,"ABHD14A ABHD14B GLYCTK GNAT1 HYAL1 IQCF1 IQCF2 IQCF3 IQCF5 ITIH3 ITIH4 KLHDC8B MUSTN1 PFKFB4 SEMA3G TLR9"
67,4,0.6425,3.855,2271,0.001689,0.992931,"ACO2 SDHB SLC25A3 SOD2"
68,5,0.6403,6.403,3567,0.001787,0.996692,"ASCL1 DYNC1I2 FOXA2 NKX2-1 SOX1"
69,7,0.6238,13.10,5641,0.002311,0.999299,"BSND C1orf123 CYP4X1 GPX7 PCSK9 PLA2G12A ZYG11B"
70,21,0.7671,161.1,1.492e+04,0.01065,1.00000,"CD46 CD55 DPM1 DPM3 GPAA1 PGAP2 PIGC PIGH PIGK PIGL PIGM PIGN PIGO PIGP PIGQ PIGS PIGT PIGU PIGV PIGW PIGY"
71,5,0.6400,6.400,3848,0.001656,0.996692,"ACP6 CTSK CTSS GOLPH3L TNFAIP8L2"
72,4,0.6297,3.778,3153,0.001194,0.992931,"ACSBG2 DDRGK1 F2RL2 WASF1"
73,15,0.5897,61.92,1.187e+04,0.005175,0.999999,"ACSF2 C17orf67 EPX HOXB9 LPO MKS1 MPO MYCBPAP NME1 NME2 OR4D1 OR4D2 RSAD1 SCPEP1 SEPT4"
74,4,0.6032,3.619,3269,0.001103,0.992931,"ACSF3 DPPA4 PSTPIP2 XAF1"
75,6,0.6035,9.052,4807,0.001875,0.998474,"ACSL1 CSH2 CSHL1 GH2 LIMD2 METTL2B"
76,11,0.6530,35.91,6845,0.005202,0.999969,"ACSL3 AGPAT2 AMFR C12orf49 CYB5B LPIN1 MBTPS1 SCAP SCD SREBF1 TMEM41A"
77,4,0.6212,3.727,3210,0.001157,0.992931,"ACSL6 EMILIN1 FDXACB1 RPS6KC1"
78,35,0.5825,346.6,2.679e+04,0.01274,1.00000,"ABCC6 ACSM1 ACSM2B ACSM3 ACSM5 BFAR C16orf45 C16orf92 CA5A CLN3 CORO7 ITGAD ITGAL ITGAX LAT MPV17L MYH11 NOMO1 NOMO2 NPIPA5 NPIPB6 PYCARD SCNN1B SEPT1 SEPT12 STX1B SULT1A2 TBX6 VKORC1 YPEL3 ZNF500 ZNF747 ZNF764 ZNF771 ZNF785"
79,4,0.6412,3.847,3396,0.001129,0.992931,"ACSM4 C4orf17 GCKR PURA"
80,14,0.5719,52.04,9802,0.005266,0.999997,"COX6C EIF3E EIF3H INTS8 MRPL13 MRPS28 MTERF3 NBN POP1 RPL30 RRS1 UQCRB UTP23 VIRMA"
81,8,0.6041,16.92,6553,0.002568,0.999679,"ACTA2 DUPD1 IFIT1 LIPJ NUTM2A OPN4 PNLIPRP1 SFTPA2"
82,4,0.6094,3.656,3018,0.001207,0.992931,"ACTBL2 FST HTT RASSF4"
83,4,0.6556,3.934,2693,0.001454,0.992931,"ACTG1 CAP1 CORO1C IQGAP1"
84,4,0.6737,4.042,3292,0.001223,0.992931,"ACTG2 ADORA2B REPIN1 ZNF843"
85,6,0.6255,9.382,4108,0.002272,0.998474,"ACTR10 ATP6V1D EXOC5 LIN52 TIMM9 TRMT5"
86,7,0.6054,12.71,4621,0.002736,0.999299,"ACTR1A DCTN6 DYNC1LI1 DYNC1LI2 DYNLRB1 NDE1 PAFAH1B1"
87,32,0.4222,209.4,2.423e+04,0.008545,1.00000,"ACTR3B AGBL3 AKR1D1 CPA1 CPA2 CPA5 EPHB6 FAM71F2 HYAL4 KEL KIAA1147 MGAM OR2A12 OR2A2 OR2A5 OR2F2 OR6B1 OR6V1 OR9A2 OR9A4 PRSS1 PRSS37 PRSS58 RNF148 SPAM1 TAS2R39 TAS2R41 TAS2R60 TCAF2 TRPV5 TRPV6 ZNF783"
88,14,0.6020,54.78,9812,0.005536,0.999997,"ACVR1 BAMBI BMPR1A FKBP1A IPO8 LEMD3 LRIG1 LRIG3 MIB1 NEO1 RGMB SMAD1 SMAD7 UBAC1"
89,8,0.6029,16.88,5586,0.003004,0.999679,"ACVR1B ACVR2A CTDNEP1 FKBP1A IPO8 LEMD3 MIB1 PMEPA1"
90,4,0.6595,3.957,3234,0.001219,0.992931,"ACVR1C ARL14EPL KRT71 TEX35"
91,50,0.3862,473.1,3.765e+04,0.01238,1.00000,"ACVRL1 ANKRD33 AQP2 AQP5 AQP6 ASIC1 ATF7 DNAJC14 GRASP HOXC12 HOXC4 HOXC5 HOXC6 HOXC8 INHBE KRT1 KRT2 KRT3 KRT4 KRT5 KRT6A KRT6B KRT72 KRT73 KRT74 KRT75 KRT77 KRT78 KRT79 KRT80 KRT82 KRT83 KRT84 KRT85 KRT86 LACRT METTL7B NR4A1 OR10A7 OR10P1 OR2AP1 OR6C3 OR6C4 OR6C75 OS9 POU6F1 PPP1R1A RDH16 RDH5 SDR9C7"
92,4,0.6108,3.665,3319,0.001100,0.992931,"ACYP1 DDX58 DIRAS2 GALNT16"
93,6,0.6029,9.043,4809,0.001872,0.998474,"ACYP2 CCL13 DHRS11 PPP1R1B SLFN12 SLFN12L"
94,14,0.5974,54.36,1.162e+04,0.004645,0.999997,"ADA CNBD2 CPNE1 DUSP15 GGT7 GHRH HCK LBP MAP1LC3A MYH7B MYLK2 TM9SF4 WFDC11 XKR7"
95,4,0.6263,3.758,3149,0.001189,0.992931,"ADA2 FUK NYNRIN ZNF23"
96,17,0.4769,64.87,1.317e+04,0.004890,1.00000,"ADAL APBA2 C15orf53 CHRNA7 DUOXA1 DUOXA2 EPB42 GABRA5 NIPA2 OCA2 PLA2G4D PLA2G4E PLA2G4F RASGRP1 SNURF TGM5 TMCO5A"
97,10,0.6261,28.17,7638,0.003666,0.999933,"ADAM10 HES1 JAG1 METRNL NCSTN NOTCH1 POFUT1 POGLUT1 PSENEN RFNG"
98,11,0.6047,33.26,8134,0.004061,0.999969,"FCGR2B FCGR3A FCRL3 GBA HSPA6 ITLN2 OR6K6 S100A12 SLAMF7 XCL1 YY1AP1"
99,33,0.4609,243.3,2.687e+04,0.008952,1.00000,"ADAM18 ADAM2 ADAM32 ADGRA2 ADRB3 ANK1 AP3M2 C8orf58 CHRNA6 CHRNB3 DKK4 ERLIN2 FUT10 HGSNAT HOOK3 HTRA4 KCNU1 LETM2 LSM1 NKX6-3 PLPP5 POMK RNF170 RNF5 SLC20A2 STAR STMN4 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D VDAC3 ZMAT4"
100,5,0.6221,6.221,4039,0.001534,0.996692,"ADAM20 ADAM21 RDH11 RDH12 TMEM229B"
101,9,0.6274,22.59,7304,0.003075,0.999853,"ARHGEF26 CPA3 CPB1 P2RY14 PLSCR1 PLSCR2 TFDP2 TM4SF18 TM4SF4"
102,19,0.6075,103.9,1.584e+04,0.006501,1.00000,"ADAM2 ADAM28 ADAM32 ADAM7 ADRB3 AP3M2 C8orf58 CHRNA6 CHRNB3 DKK4 PEBP4 RNF170 RNF5 SARAF STC1 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D"
103,4,0.6000,3.600,3301,0.001087,0.992931,"ADAMTS10 NOX4 SLC36A4 TYR"
104,7,0.6473,13.59,5390,0.002509,0.999299,"ADAMTS15 ADAMTS8 FXYD6 KCNJ1 NTM NXPE4 TMEM136"
105,4,0.6435,3.861,2961,0.001299,0.992931,"ADAMTS18 ARRDC4 TAC3 TMEM82"
106,7,0.6194,13.01,5649,0.002292,0.999299,"ADAMTS7 CSPG4 GOLGA6B PLEKHO2 SCAMP2 SLC24A1 UBE2Q2L"
107,4,0.6404,3.842,3170,0.001208,0.992931,"ADAMTS9 OPRL1 PRICKLE2 SNTN"
108,4,0.6377,3.826,3087,0.001235,0.992931,"ADAMTSL2 LTF PCDHA4 PCDHB7"
109,26,0.4994,162.3,1.942e+04,0.008267,1.00000,"ADAMTSL4 CD1C CD1E CIART CTSK EFNA4 FCRL3 FLG2 GBA HIST2H2AB HIST2H2BE HRNR ITLN2 LCE3E LCE5A PGLYRP3 S100A12 S100A13 S100A2 S100A4 S100A6 S100A8 S100A9 SLAMF7 YY1AP1 ZNF687"
110,4,0.6846,4.108,3220,0.001271,0.992931,"ADAP1 CYP2W1 DAGLB RSPH10B"
111,4,0.6500,3.900,2392,0.001622,0.992931,"ADAR DCP2 PRKRA XRN1"
112,4,0.6093,3.656,3420,0.001065,0.992931,"ADARB2 ARHGAP44 CNPY1 PDZRN3"
113,8,0.6463,18.10,5326,0.003377,0.999679,"ADAT2 ADAT3 CDIPT DOLK MRE11 RTCB TRMT6 TRMT61A"
114,4,0.6351,3.810,3141,0.001209,0.992931,"ABHD16A ADCK1 HSPA1L MSH5"
115,9,0.6034,21.72,6356,0.003396,0.999853,"ARGLU1 BORA CDC16 DIS3 LIG4 MZT1 PCID2 RBM27 TUBGCP3"
116,4,0.6536,3.922,3439,0.001137,0.992931,"ADCY1 KIAA0895 STEAP1 STK17A"
117,4,0.6172,3.703,3162,0.001167,0.992931,"ADCY10 HIST3H2A METTL13 TMEM184C"
118,4,0.6271,3.763,3326,0.001127,0.992931,"ADCY4 HECA MMP14 PDZD7"
119,5,0.6046,6.046,3871,0.001555,0.996692,"ADCY6 ANKMY2 GPR3 PTGES3 RIC8B"
120,17,0.5818,79.13,1.299e+04,0.006041,1.00000,"ADCY8 FOXH1 GLI4 GML GSDMC KCNQ3 LYPD2 MAPK15 MROH6 NAPRT RHPN1 TG WISP1 ZFP41 ZNF250 ZNF696 ZNF707"
121,8,0.6292,17.62,5241,0.003340,0.999679,"CNOT1 CNOT10 CNOT11 EIF3K EIF3L FAM193A GGNBP2 GPBP1"
122,5,0.6048,6.048,4031,0.001494,0.996692,"ADD3 ARHGAP21 BTBD9 SPTAN1 SPTBN1"
123,21,0.6130,128.7,1.720e+04,0.007411,1.00000,"ADAM2 ADAM32 ADGRA2 ADRB3 AP3M2 C8orf58 CHRNA6 CHRNB3 DDHD2 DKK4 LETM2 NKX6-3 PLPP5 RNF170 RNF5 SLC20A2 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D VDAC3"
124,22,0.5777,133.5,1.665e+04,0.007929,1.00000,"AIFM3 CRYBA4 DGCR6L GSTT2B HIC2 KLHL22 LZTR1 MPPE1 P2RX6 RFPL3 RIMBP3 SDF2L1 SEC14L6 SEPT5 SERPIND1 SLC5A1 SLC7A4 THAP7 USP18 VPREB1 YPEL1 ZNF74"
125,4,0.6179,3.708,3350,0.001103,0.992931,"ADGRB2 HNRNPUL2 SIX5 WFDC5"
126,4,0.6170,3.702,3269,0.001128,0.992931,"ADGRB3 ANPEP CRYGN DENND6A"
127,8,0.6088,17.05,6302,0.002691,0.999679,"ATP12A C1QTNF9 C1QTNF9B GJB2 GJB6 RNF6 SOHLH2 SPATA13"
128,13,0.6005,46.84,1.021e+04,0.004557,0.999993,"ADGRF1 ENPP4 FBXO9 GSTA1 GSTA3 GSTA4 GUCA1A IL17A IL17F MLIP MUT SPATS1 TFAP2D"
129,4,0.6014,3.608,3105,0.001158,0.992931,"ADGRF5 C6orf226 GUCA1A NCR2"
130,16,0.5530,66.36,1.183e+04,0.005563,0.999999,"ADGRG7 ALCAM ARL13B CD200R1 CDV3 MTRNR2L8 OR5AC2 OR5H1 OR5H14 OR5H15 OR5H2 OR5K1 OR5K3 OR5K4 PROS1 SLC9C1"
131,30,0.5072,220.6,2.218e+04,0.009825,1.00000,"ADCY4 ANG BCL2L2 CEBPE CIDEB CMA1 CMTM5 CTSG DHRS2 DHRS4 FITM1 GZMB GZMH LTB4R LTB4R2 MYH6 MYH7 OR10G2 OR10G3 OR11H4 OR5AU1 RBM23 REC8 RNASE13 RNASE3 RNASE4 RNASE7 SLC7A8 TM9SF1 TSSK4"
132,4,0.6282,3.769,2954,0.001271,0.992931,"ADGRL2 GNPTAB GNPTG TMEM251"
133,28,0.4309,162.9,2.200e+04,0.007330,1.00000,"AFM AFP ALB AMBN CXCL1 CXCL2 CXCL3 CXCL5 FAM47E HNRNPDL HSD17B11 PF4 PF4V1 PPBP SULT1B1 SULT1E1 THEGL TMEM150C TMPRSS11B TMPRSS11D TMPRSS11E UGT2A1 UGT2A3 UGT2B11 UGT2B15 UGT2B28 UGT2B4 UGT2B7"
134,4,0.6113,3.668,3202,0.001141,0.992931,"ADH1A ADH4 G3BP2 UGT2A1"
