Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
50,4,0.9999,5.999,2527,0.002361,0.992931,"ANAPC13 ANAPC15 UBE2C UBE2S"
51,5,0.9522,9.522,3666,0.002583,0.996692,"ANG OR11H4 OR5AU1 SLC7A8 TM9SF1"
52,4,0.9917,5.950,2767,0.002139,0.992931,"ANKFY1 RAB5C TGFBRAP1 VPS8"
53,6,0.9772,14.66,4560,0.003196,0.998474,"ANKRD26 CASP2 CNTROB CRADD FOPNL PIDD1"
54,4,0.9751,5.851,3102,0.001877,0.992931,"ANKRD30A ZNF25 ZNF33A ZNF37A"
55,5,0.9752,9.752,3909,0.002482,0.996692,"ANO1 FGF19 FGF4 MRGPRD MYEOV"
56,5,0.9923,9.923,3964,0.002491,0.996692,"AGAP9 ANXA8L1 GPRIN2 PTPN20 SYT15"
57,4,0.9583,5.750,3126,0.001831,0.992931,"AOC2 KRT26 KRTAP4-2 KRTAP4-3"
58,6,0.9556,14.33,3992,0.003567,0.998474,"AP2A1 AP2A2 AP2B1 AP2S1 CCDC32 FCHO2"
59,4,0.9728,5.837,2593,0.002239,0.992931,"AP3B1 AP3D1 VPS39 VPS41"
60,4,0.9576,5.746,3348,0.001709,0.992931,"APBB2 CNGA1 TEC TXK"
61,4,0.9628,5.777,2546,0.002256,0.992931,"APH1A PSENEN TGFBR1 TGFBR2"
62,4,0.9732,5.839,3163,0.001838,0.992931,"APLP1 EID2 LGALS14 ZNF569"
63,6,0.9692,14.54,4776,0.003027,0.998474,"APOBEC3A APOBEC3C APOBEC3D APOBEC3G APOL1 RFPL3"
64,4,0.9690,5.814,3192,0.001813,0.992931,"APOBEC3C APOBEC3D APOBEC3F RFPL3"
65,4,0.9685,5.811,2859,0.002023,0.992931,"AQP7 CNTNAP3 CNTNAP3B SPATA31A6"
66,7,0.9584,20.13,3976,0.005019,0.999299,"ARFRP1 RGP1 RIC1 SYS1 VPS51 VPS52 VPS54"
67,4,0.9812,5.887,2861,0.002048,0.992931,"ARGLU1 CDC16 PCID2 TUBGCP3"
68,4,0.9948,5.969,2552,0.002326,0.992931,"ARHGAP29 PARD3 PARD6B PAX8"
69,4,0.9639,5.783,3309,0.001741,0.992931,"APOL1 ARHGAP8 MPST RFPL3"
70,5,0.9844,9.844,3275,0.002988,0.996692,"ARHGEF12 GNA13 MYO9B RHOA RIC8A"
71,4,0.9709,5.825,2861,0.002026,0.992931,"ARHGEF35 ARHGEF5 CTAGE15 OR2A7"
72,4,0.9820,5.892,2929,0.002002,0.992931,"CASP8 TNFRSF10A TNFRSF10B ZNF638"
73,5,0.9998,9.998,3193,0.003111,0.996692,"ARIH2 CUL5 RNF7 SENP8 UBE2F"
74,5,0.9726,9.726,3056,0.003162,0.996692,"ARFRP1 ARL1 RGP1 SYS1 VPS54"
75,7,0.9798,20.58,4543,0.004495,0.999299,"ARL8B BLOC1S1 SNAPIN VPS18 VPS33A VPS39 VPS41"
76,4,0.9969,5.981,2668,0.002230,0.992931,"ARMC7 CCDC84 DDX59 RBM48"
77,4,0.9625,5.775,2642,0.002175,0.992931,"ARMH3 COL4A3BP PI4KB SPTSSA"
78,4,0.9533,5.720,3108,0.001832,0.992931,"ARPC1B C7orf43 PILRA ZSCAN21"
79,4,0.9531,5.718,3015,0.001888,0.992931,"ASL ZNF679 ZNF727 ZNF736"
80,4,0.9656,5.794,2490,0.002314,0.993495,"ASNA1 CAMLG GET4 WRB"
81,4,1.000,6.000,2322,0.002569,0.993495,"ASNS ATF4 EIF2AK4 GCN1"
82,9,0.9631,34.67,6111,0.005625,0.999853,"ATG10 ATG101 ATG12 ATG13 ATG14 ATG3 ATG7 ATG9A RB1CC1"
83,7,0.9920,20.83,5240,0.003949,0.999308,"ATG10 ATG12 ATG16L1 ATG3 ATG4B ATG5 ATG7"
84,6,0.9589,14.38,4887,0.002928,0.998474,"ATOH1 CHRM2 IL33 KIAA0319 KIAA0586 LLCFC1"
85,13,0.9686,75.55,8594,0.008688,0.999993,"ATP5F1A ATP5F1B ATP5F1C ATP5F1D ATP5F1E ATP5ME ATP5MF ATP5MG ATP5PB ATP5PD ATP5PF ATP5PO TMEM242"
86,6,0.9800,14.70,3887,0.003756,0.998474,"ATP5F1B ATP5ME ATP5MPL ATP5PB ATP5PD TMEM242"
87,6,0.9528,14.29,3744,0.003791,0.998474,"ATP6V0B ATP6V1A ATP6V1B2 ATP6V1F CCDC115 WDR7"
88,6,0.9632,14.45,3772,0.003803,0.998474,"ATP6V0B ATP6V0C ATP6V1A ATP6V1B2 ATP6V1F WDR7"
89,6,0.9571,14.36,3797,0.003755,0.998474,"ATP6V1A ATP6V1B2 ATP6V1C1 ATP6V1E1 ATP6V1F WDR7"
90,7,0.9736,20.44,4412,0.004598,0.999299,"ATP6V1A ATP6V1B2 ATP6V1D ATP6V1E1 ATP6V1F ATP6V1H WDR7"
91,4,0.9789,5.874,2526,0.002312,0.992931,"ATRIP HUS1 RAD17 RAD9A"
92,6,0.9680,14.52,3802,0.003792,0.998474,"AUP1 DERL2 FAF2 SYVN1 UBE2G2 UBE2J1"
93,6,0.9974,14.96,4109,0.003617,0.998499,"AVEN DIS3L FOCAD HBS1L SKIV2L TTC37"
94,14,0.9166,83.41,9119,0.009037,0.999997,"B3GALT6 B3GAT3 B4GALT7 C3orf58 EXT1 EXT2 EXTL3 FGFR1 FRS2 GLCE HS2ST1 NDST1 SLC35B2 XYLT2"
95,5,0.9929,9.929,3666,0.002694,0.996692,"B3GNT2 B3GNT5 SLC35A3 TMEM165 UGCG"
96,5,0.9701,9.701,3280,0.002940,0.996692,"BAMBI FKBP1A MIB1 RGMB SMAD7"
97,4,0.9825,5.895,2575,0.002277,0.992931,"FRYL PDCD10 STK24 TAOK1"
98,6,0.9530,14.29,3458,0.004103,0.998474,"BCAR1 CRKL ILK ITGAV PTK2 RAC1"
99,4,0.9589,5.753,3041,0.001883,0.992931,"BCKDK ITGAD ITGAX SULT1A2"
100,4,0.9618,5.771,2741,0.002095,0.992931,"ABL1 BCR GAB2 SOS1"
101,9,0.9536,34.33,5958,0.005712,0.999853,"BCS1L COA7 COX4I1 COX6C CYC1 DHODH UQCRB UQCRC1 UQCRC2"
102,4,1.000,6.000,2794,0.002137,0.995529,"BECN1 PIK3C3 PIK3R4 UVRAG"
103,4,0.9995,5.997,2879,0.002073,0.992931,"OR4B1 OR4C13 OR4C3 OR4X1"
104,9,0.9503,34.21,6689,0.005075,0.999853,"BEST3 CPM FAM49A FGF8 LRRC10 LYZ MYCN RAB3IP SLC35E3"
105,7,0.9579,20.12,4845,0.004123,0.999299,"BET1 COPS6 MEPCE PMPCB POP7 PSMC2 SRRT"
106,4,0.9697,5.818,2516,0.002300,0.992931,"CYLD N4BP1 TRAF2 TRAF3"
107,4,0.9772,5.863,2425,0.002404,0.992931,"BIRC6 KCMF1 PPP1R15B UBA6"
108,4,0.9509,5.705,2627,0.002160,0.992931,"BLM FANCM RMI1 RMI2"
109,5,0.9841,9.841,3931,0.002491,0.996692,"ARL8B BLOC1S1 BLOC1S2 BORCS7 SNAPIN"
110,5,0.9553,9.553,3439,0.002762,0.996692,"BMPR1A IPO8 LRIG3 RGMB SMAD7"
111,4,0.9719,5.831,2711,0.002140,0.992931,"BMT2 DEPDC5 NPRL2 SZT2"
112,6,0.9867,14.80,3726,0.003944,0.998474,"BNIP1 C19orf25 NBAS RINT1 USE1 ZW10"
113,6,0.9629,14.44,4208,0.003411,0.998474,"BOLA3 GLRX5 IBA57 ISCA2 METTL17 NFU1"
114,5,0.9978,9.978,3578,0.002773,0.996692,"BOP1 EXOSC4 PUF60 RPL8 VPS28"
115,4,0.9721,5.832,2747,0.002113,0.992931,"BORA DIS3 MZT1 TUBGCP3"
116,5,0.9862,9.862,3877,0.002531,0.996692,"BLOC1S1 BORCS5 BORCS7 KXD1 MTMR9"
117,6,0.9603,14.41,4602,0.003112,0.998474,"BLOC1S1 BORCS5 BORCS6 BORCS7 KXD1 SNAPIN"
118,5,0.9535,9.535,3878,0.002446,0.996692,"BLOC1S1 BORCS5 BORCS7 BORCS8 KXD1"
119,15,0.9067,95.20,9761,0.009630,0.999999,"BRIP1 CENPS CENPX FAAP100 FAAP24 FANCA FANCC FANCD2 FANCE FANCF FANCG FANCI FANCL FANCM UBE2T"
120,6,0.9531,14.30,4054,0.003503,0.998474,"BRIX1 CCT5 DROSHA NUP155 TARS WDR70"
121,5,0.9538,9.538,3307,0.002867,0.996692,"BTBD9 GNA13 MYO9B RHOA RIC8A"
122,6,0.9573,14.36,3939,0.003621,0.998474,"ARCN1 BUD13 DPAGT1 HYOU1 TRAPPC4 ZPR1"
123,4,0.9628,5.777,2722,0.002111,0.992931,"BUD31 COPS6 CPSF4 MCM7"
124,4,0.9705,5.823,3181,0.001823,0.992931,"C10orf53 CHAT ERCC6 SLC18A3"
125,11,0.9344,51.39,7341,0.006931,0.999969,"CCP110 CEP120 CEP135 CEP295 CEP44 RTTN SASS6 TEDC1 TEDC2 TUBD1 TUBE1"
126,8,0.9554,26.75,5692,0.004665,0.999679,"HIST1H1C HIST1H1D HIST1H2BA HIST1H2BC HIST1H2BD HIST1H2BJ HIST1H2BK HIST1H4A"
127,4,0.9997,5.998,3169,0.001884,0.992931,"C12orf4 PPP1R21 RAB5C TBCK"
128,5,0.9945,9.945,2713,0.003638,0.996774,"C12orf49 MBTPS1 SCAP SCD SREBF1"
129,8,0.9560,26.77,5708,0.004655,0.999679,"C12orf65 GRSF1 GTPBP10 MRM2 MRM3 MRPL58 MTG1 RPUSD3"
130,7,0.9753,20.48,4898,0.004152,0.999299,"C12orf66 DEPDC5 ITFG2 KPTN NPRL2 SZT2 TBC1D7"
131,5,0.9612,9.612,3792,0.002522,0.996692,"ABCC6 C16orf45 MPV17L NOMO1 NPIPA5"
132,8,0.9547,26.73,6177,0.004298,0.999679,"C16orf92 ITGAD ITGAL ITGAX SEPT1 SULT1A2 ZNF764 ZNF785"
133,4,0.9515,5.709,3280,0.001733,0.992931,"C17orf47 MPO OR4D2 SEPT4"
134,4,0.9648,5.789,2743,0.002100,0.992931,"C17orf53 MCM8 MCM9 RAD51D"
135,4,0.9603,5.762,3257,0.001762,0.992931,"C17orf50 C17orf75 GAS2L2 RDM1"
136,4,0.9972,5.983,2686,0.002216,0.992931,"C1D EXOSC1 TENT4B ZCCHC7"
137,4,0.9577,5.746,3151,0.001816,0.992931,"C1QTNF3 FBXO4 UGT3A1 UGT3A2"
138,4,0.9745,5.847,3123,0.001864,0.992931,"C1QTNF9 C1QTNF9B GJB2 SPATA13"
139,5,0.9538,9.538,3172,0.002989,0.996692,"DNAJC11 IMMT MTX2 TIMM13 YME1L1"
140,5,0.9997,9.997,3269,0.003039,0.996774,"C21orf2 CFAP97 KATNB1 KIF2A NEK1"
141,4,0.9525,5.715,3190,0.001784,0.992931,"APOBEC3A APOBEC3D APOBEC3G C22orf23"
142,4,0.9604,5.763,2978,0.001926,0.992931,"C2CD3 CEP120 CRADD FOPNL"
143,4,0.9533,5.720,2807,0.002028,0.992931,"C6orf136 UQCC1 UQCC2 UQCC3"
144,4,1.000,6.000,2426,0.002459,0.995529,"C7orf26 INTS10 INTS13 INTS14"
145,9,0.9528,34.30,7251,0.004697,0.999853,"C7orf33 CHRM2 CTLA4 IL33 KIAA0319 KIAA0586 LLCFC1 MMP27 PRR9"
146,6,0.9598,14.40,5105,0.002806,0.998474,"C8orf58 PEBP4 TNFRSF10A TNFRSF10B TNFRSF10C TNFRSF10D"
147,4,0.9854,5.912,2832,0.002077,0.992931,"IKBKB NFKB1 RELA RELB"
148,4,0.9592,5.755,3118,0.001837,0.992931,"CA5A ITGAD PYCARD ZNF785"
149,5,0.9535,9.535,4262,0.002227,0.996692,"ABCC12 CA7 CES3 CMTM1 HSD11B2"
150,4,0.9876,5.925,2376,0.002480,0.992931,"CAB39 FRYL PDCD10 TAOK1"
151,4,0.9555,5.733,3205,0.001781,0.992931,"APOBEC3A APOBEC3G CACNA1I RFPL3"
152,6,0.9558,14.34,3854,0.003695,0.998474,"CCDC130 CLASRP DHX35 GPATCH1 LENG1 WDR83"
153,5,0.9574,9.574,3350,0.002841,0.996692,"RAB18 RAB3GAP1 RAB3GAP2 SCFD2 TBC1D20"
154,6,0.9717,14.57,4096,0.003535,0.998474,"CARS2 COA6 COA7 COX16 DARS2 PET117"
155,7,0.9595,20.15,5698,0.003515,0.999299,"CASQ2 CD101 GNAT2 GSTM4 GSTM5 HSD3B1 KCNA10"
156,5,0.9733,9.733,3239,0.002987,0.996692,"CBLL1 METTL14 VIRMA WTAP YTHDF2"
157,10,0.9517,42.82,7624,0.005571,0.999933,"CBR1 KRTAP13-3 KRTAP19-1 KRTAP19-3 KRTAP19-4 KRTAP19-5 KRTAP19-6 KRTAP19-7 KRTAP19-8 KRTAP20-1"
158,5,0.9553,9.553,3790,0.002507,0.996692,"CBR3 KRTAP13-3 KRTAP19-3 KRTAP19-6 KRTAP6-2"
159,7,0.9662,20.29,4514,0.004462,0.999299,"CCDC134 CNPY2 FURIN HSP90B1 IGF1R IRS1 STT3A"
160,6,0.9913,14.87,4801,0.003080,0.998474,"ALDH3A1 CCDC144A CCDC144NL GID4 TBC1D28 ZNF624"
161,18,0.8737,133.7,1.296e+04,0.01018,1.00000,"DPM1 GPAA1 PGAP2 PIGC PIGH PIGK PIGL PIGM PIGN PIGO PIGP PIGQ PIGS PIGT PIGU PIGV PIGW PIGY"
162,6,0.9558,14.34,4238,0.003363,0.998474,"CCDC174 CHCHD4 LSM3 RPL32 SEC13 TSEN2"
163,7,0.9538,20.03,4663,0.004264,0.999299,"EIPR1 HTT RAB14 VPS50 VPS51 VPS52 VPS53"
164,4,0.9823,5.894,3241,0.001811,0.992931,"C16orf92 CCDC189 ITGAL LAT"
165,5,0.9964,9.964,3454,0.002868,0.996692,"CCDC47 EMC2 EMC6 NCLN TMEM147"
166,4,0.9986,5.992,2511,0.002373,0.992931,"CRLS1 ROMO1 TIMM13 TIMM44"
167,5,0.9514,9.514,3559,0.002659,0.996692,"DARS2 MTG1 NSUN4 POLG TFB1M"
168,7,0.9537,20.03,4923,0.004040,0.999299,"CCDC77 CEP44 MIIP PCM1 SPICE1 TBC1D31 WRAP73"
169,18,0.9100,139.2,1.226e+04,0.01120,1.00000,"CCDC93 COMMD10 COMMD2 COMMD3 COMMD4 COMMD5 COMMD6 COMMD7 COMMD8 COMMD9 RAB21 RAB7A VPS26C VPS29 VPS35L WASHC3 WASHC4 WASHC5"
170,4,0.9888,5.933,3079,0.001918,0.992931,"CCL13 CCL2 CCL7 SLFN12"
171,4,0.9842,5.905,3152,0.001865,0.992931,"CCDC47 NCLN RAB5IF TMEM147"
172,4,0.9690,5.814,2529,0.002286,0.992931,"CCM2 KRIT1 PDCD10 TAOK1"
173,4,0.9864,5.919,2463,0.002390,0.992931,"CCNE2 CKS1B E2F3 SKP2"
174,4,0.9916,5.949,2726,0.002171,0.992931,"LSM6 LSM8 TMCO6 ZNF511"
175,5,0.9747,9.747,3624,0.002675,0.996692,"CD19 CD81 EBF1 PAX5 SYK"
176,7,0.9570,20.10,5315,0.003757,0.999299,"ITGAD SEPT1 VKORC1 ZNF688 ZNF747 ZNF764 ZNF785"
177,6,0.9524,14.29,4505,0.003153,0.998474,"CD19 CD79A CD79B CD81 PAX5 SYK"
178,5,0.9666,9.666,3507,0.002741,0.996692,"CDC123 KIN MCM10 PRPF18 RPP38"
179,4,0.9982,5.989,2898,0.002057,0.992931,"CDC26 GLE1 NOL8 PRPF4"
180,6,0.9692,14.54,4058,0.003560,0.998474,"AFDN CDC42 CTNNA1 PARD6B TJP1 TP53BP2"
181,5,0.9533,9.533,3509,0.002702,0.996692,"CDC45 ESS2 GNB1L PI4KA UFD1"
182,4,0.9700,5.820,2682,0.002159,0.992931,"CDC6 DHX8 PSMD3 ZNF830"
183,4,0.9811,5.887,2506,0.002336,0.992931,"AAAS CDCA3 NDC1 NUP37"
184,4,0.9960,5.976,2719,0.002187,0.992931,"AFDN CDH1 CTNNA1 CTNND1"
185,4,0.9748,5.849,2675,0.002175,0.992931,"AFDN CDH2 CTNNA1 CTNND1"
186,4,0.9848,5.909,2888,0.002036,0.992931,"CDH3 CTNNA1 CTNND1 TAX1BP3"
187,4,0.9597,5.758,3208,0.001787,0.992931,"C1QTNF3 CDH6 UGT3A1 UGT3A2"
188,10,0.9681,43.56,6029,0.007150,0.999933,"CDK5RAP3 DDRGK1 DNAJC21 EFL1 ODR4 UBA5 UFC1 UFL1 UFM1 UFSP2"
189,4,1.000,6.000,2471,0.002414,0.992931,"CLTC GAK GTSE1 TACC3"
190,4,0.9528,5.717,2797,0.002034,0.992931,"CDT1 GINS2 GINS3 ORC6"
191,5,0.9528,9.528,3952,0.002399,0.996692,"CEACAM7 CYP2A13 CYP2B6 ZNF155 ZNF780B"
192,4,0.9657,5.794,2838,0.002031,0.992931,"INTS4 NUMA1 POLD3 RPS3"
193,11,0.9582,52.70,7279,0.007166,0.999969,"CENPJ CEP135 CEP152 PLK4 RTTN SASS6 STIL TEDC1 TEDC2 TUBD1 TUBE1"
194,6,1.000,15.00,4356,0.003422,0.998474,"EIPR1 HTT RAB14 VIPAS39 VPS33B VPS50"
195,4,0.9538,5.723,2827,0.002014,0.992931,"CCDC77 CEP41 CEP44 WRAP73"
196,4,1.000,6.000,2483,0.002402,0.992931,"CEP55 CIT KIF14 PDCD6IP"
197,4,0.9843,5.906,2860,0.002055,0.992931,"CEP120 CEP135 CEP63 SASS6"
198,4,0.9592,5.755,2662,0.002151,0.992931,"ATP6V0C ATP6V0D1 CCDC115 TMEM199"
199,6,0.9526,14.29,4485,0.003167,0.998474,"CASP2 CEP83 CNTROB CRADD FOPNL PIDD1"
200,4,0.9591,5.754,2621,0.002184,0.992931,"C21orf2 CEP97 KATNB1 KIF2A"
201,4,0.9860,5.916,3152,0.001868,0.992931,"CES3 CES5A IRX6 MT4"
202,5,0.9555,9.555,3051,0.003112,0.996692,"ITGA3 ITGAV ITGB1 ITGB5 SNX17"
203,5,0.9576,9.576,3889,0.002450,0.996692,"CFAP300 MMP10 MMP27 MMP7 MMP8"
204,9,0.9522,34.28,6190,0.005491,0.999853,"CHCHD3 CLPB FAM136A HAX1 HTRA2 IMMP2L MTCH2 MTX1 MTX2"
205,4,0.9603,5.762,2639,0.002172,0.992931,"ATM CDKN1A CHEK2 TP53"
206,4,0.9770,5.862,2777,0.002100,0.992931,"CHMP1B IST1 VPS4A VTA1"
207,4,1.000,6.000,2515,0.002373,0.992931,"ACACA CHP1 FASN GPAT4"
208,4,0.9658,5.795,2909,0.001982,0.992931,"CHRM4 OR4B1 OR4C3 OR4X1"
209,5,0.9507,9.507,4173,0.002268,0.996692,"CHRNA9 GABRB1 TEC TXK ZAR1"
210,7,0.9527,20.01,4859,0.004089,0.999299,"COA3 COA5 COA6 COA7 COX16 PET117 SCO1"
211,11,0.9542,52.48,7459,0.006966,0.999969,"HIST1H2BC HIST1H2BD HIST1H2BE HIST1H2BF HIST1H2BG HIST1H2BI HIST1H2BJ HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN"
212,5,0.9901,9.901,4052,0.002432,0.996692,"CLC EID2B LGALS14 ZNF302 ZNF571"
213,4,0.9999,5.999,2540,0.002349,0.992931,"GPI HK2 PFKP PGP"
214,14,0.9504,86.48,1.087e+04,0.007871,0.999997,"CLDN14 CLDN8 IL10RB KRTAP11-1 KRTAP13-1 KRTAP13-2 KRTAP13-3 KRTAP19-1 KRTAP19-3 KRTAP19-4 KRTAP19-6 KRTAP19-7 KRTAP20-1 KRTAP6-2"
215,23,0.8336,210.9,1.743e+04,0.01192,1.00000,"CLDN17 CLDN8 IL10RB KRTAP11-1 KRTAP13-1 KRTAP13-2 KRTAP13-3 KRTAP15-1 KRTAP19-1 KRTAP19-2 KRTAP19-3 KRTAP19-4 KRTAP19-5 KRTAP19-6 KRTAP19-7 KRTAP20-1 KRTAP20-2 KRTAP21-1 KRTAP21-2 KRTAP22-1 KRTAP6-1 KRTAP6-2 OLIG1"
216,5,0.9543,9.543,4048,0.002346,0.996692,"CES1 CES3 CLEC18A LCAT TMED6"
217,6,0.9618,14.43,4858,0.002954,0.998474,"CLEC18A CLEC18B CLEC18C MTSS1L PDPR TMED6"
218,9,0.9626,34.65,6924,0.004967,0.999853,"CLN3 ITGAD ITGAX SEPT1 STX1B VKORC1 ZNF747 ZNF764 ZNF785"
219,5,0.9516,9.516,3392,0.002790,0.996692,"ABI1 BRK1 CYFIP1 NCKAP1 WASF2"
220,4,0.9514,5.709,2862,0.001985,0.992931,"CLPP CLPX FASTKD2 GRSF1"
221,4,0.9632,5.779,3113,0.001848,0.992931,"BICDL2 CLUAP1 HCFC1R1 PAQR4"
222,5,0.9906,9.906,3698,0.002664,0.996692,"BCL2L2 CMA1 DHRS2 GZMH MYH6"
223,4,0.9525,5.715,2616,0.002174,0.992931,"CMAS GCLC NAMPT TPK1"
224,5,0.9748,9.748,2977,0.003253,0.996692,"CMPK1 DTYMK MAT2A MVD YRDC"
225,5,0.9853,9.853,3818,0.002567,0.996692,"BCL2L2 CMA1 CMTM5 LTB4R TM9SF1"
226,4,0.9648,5.789,3459,0.001667,0.992931,"CNBD2 GGT7 MAP1LC3A MYH7B"
227,6,0.9756,14.63,4175,0.003483,0.998474,"CNIH1 RAB1A RAB1B SEC23IP TRAPPC12 TRAPPC13"
