Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
34,5,0.5428,5.428,3765,0.001436,0.996692,"ABCA3 FLI1 FXYD6 KCNJ1 KCNJ5"
35,14,0.5119,46.58,9799,0.004718,0.999997,"ALG14 ATP5PB BCAS2 CDC7 DDX20 DNTTIP2 HEATR3 PRPF38B RNPC3 RPAP2 RPF1 RPL5 SASS6 WDR3"
36,4,0.5120,3.072,2952,0.001037,0.992931,"ABCA6 NEIL3 OR4B1 PTPRJ"
37,61,0.4072,745.1,4.721e+04,0.01550,1.00000,"CBR1 CBR3 CHODL CLDN14 CLDN17 CLDN8 COL6A1 COL6A2 CRYZL1 DNAJC28 FAM243A HUNK IFNAR2 IFNGR2 IL10RB ITSN1 KCNJ6 KRTAP10-11 KRTAP10-3 KRTAP10-6 KRTAP10-8 KRTAP10-9 KRTAP11-1 KRTAP12-1 KRTAP12-3 KRTAP12-4 KRTAP13-1 KRTAP13-2 KRTAP13-3 KRTAP13-4 KRTAP15-1 KRTAP19-1 KRTAP19-2 KRTAP19-3 KRTAP19-4 KRTAP19-5 KRTAP19-6 KRTAP19-7 KRTAP19-8 KRTAP20-1 KRTAP20-2 KRTAP21-1 KRTAP21-2 KRTAP22-1 KRTAP24-1 KRTAP27-1 KRTAP6-1 KRTAP6-2 KRTAP8-1 MRAP OLIG1 OLIG2 PCBP3 SIM2 SON TCP10L TIAM1 TMEM50B TMPRSS2 TMPRSS3 TRPM2"
38,11,0.5007,27.54,8949,0.003060,0.999969,"ABCA8 CSH2 CSHL1 EPX GH2 LIMD2 METTL2B MIF4GD MYCBPAP PRR29 STRADA"
39,4,0.5538,3.323,3210,0.001032,0.992931,"ABCA9 ATP11A DLEC1 TMC3"
40,10,0.5137,23.12,7720,0.002978,0.999933,"C6orf203 ENPP1 ENPP3 RAET1G RAET1L TAAR2 TAAR6 ULBP1 ULBP2 ULBP3"
41,10,0.5057,22.75,7377,0.003067,0.999933,"ABCB10 ARHGAP11B CHRFAM7A CHRNA7 DEXI GOLGA6L6 GOLGA8H GOLGA8M GOLGA8R WHAMM"
42,8,0.5263,14.74,6456,0.002272,0.999679,"ABCB11 BBS5 CASP10 CRYGA CRYGB CRYGC CRYGD CXCR2"
43,4,0.6088,3.653,3124,0.001165,0.992931,"ABCB4 HOMER1 NOVA1 PIP"
44,37,0.4219,281.0,2.976e+04,0.009330,1.00000,"ABCB5 ADCYAP1R1 AEBP1 AGR2 AGR3 DBNL DPY19L1 FKBP9 GCK GHRHR GSDME HOXA1 HOXA5 HOXA6 HOXA7 HOXA9 INMT KIAA0895 MTURN MYO1G NIPSNAP2 NME8 NPC1L1 NPY NUPR2 PHKG1 PKD1L1 POU6F2 PSPH SEPT14 SUMF2 UBE2D4 URGCP VWC2 WIPF3 ZNF713 ZNRF2"
45,49,0.3687,433.5,3.886e+04,0.01101,1.00000,"AKR7A3 AMIGO1 AMY2A AMY2B CASQ2 CD101 CHIA CYB561D1 DENND2C FAM19A3 FAM69A FNDC7 GBP1 GBP5 GNAI3 GNAT2 GPR61 GSTM1 GSTM2 GSTM3 GSTM4 GSTM5 HAO2 HENMT1 HSD3B1 HSD3B2 INKA2 KCNA10 KCNA2 KCNA3 MOV10 NGF NRBF2 OVGP1 PHTF1 PNRC2 PPM1J PSRC1 PTPN22 RAP1A REG4 RHOC SLC22A15 SLC25A24 SLC6A17 SYPL2 TMEM56 TRIM45 UBL4B"
46,4,0.5443,3.266,3252,0.001001,0.992931,"ABCB9 ARL6IP4 PITPNM2 TRAFD1"
47,68,0.3936,896.6,5.237e+04,0.01679,1.00000,"ABCC6 ACSM1 ACSM2B ACSM3 ACSM5 AHSP BCKDK BFAR C16orf45 C16orf92 CA5A CCDC189 CHP2 CLN3 CORO7 DCTPP1 DOC2A FAM57B GDPD3 HIRIP3 HS3ST2 HSD3B7 IL21R ITGAD ITGAL ITGAM ITGAX LAT MARF1 METTL22 MPV17L MYH11 NFATC2IP NOMO1 NOMO2 NPIPA5 NPIPB6 PDZD9 PHKG2 PKD1 PLA2G10 PYCARD PYDC1 SBK1 SCNN1B SCNN1G SEPT1 SEPT12 SH2B1 SLC5A2 STX1B SULT1A1 SULT1A2 SYT17 TBX6 TMC7 USP31 VKORC1 YPEL3 ZG16 ZNF500 ZNF688 ZNF689 ZNF747 ZNF764 ZNF771 ZNF785 ZNF843"
48,7,0.5195,10.91,5605,0.001938,0.999299,"ABCC10 HLA-DPA1 HLA-DPB1 OR14J1 OR2J2 OR2J3 ZNF76"
49,64,0.3497,705.1,5.108e+04,0.01358,1.00000,"ABCC11 ABCC12 ADGRG5 AGRP C16orf78 CA7 CALB2 CBLN1 CCDC102A CES1 CES2 CES3 CES4A CES5A CETP CHST5 CHST6 CKLF CLEC18A CLEC18B CLEC18C CMTM1 CPNE2 CTRB1 CTRB2 DRC7 DUS2 FUK GLG1 HP HSD11B2 HSF4 IRX5 IRX6 LCAT LDHD MMP15 MT1A MT1B MT1F MT1G MT1H MT1M MT1X MT2A MT4 MTSS1L NLRC5 NRN1L PARD6A PDP2 PDPR PDXDC1 PLA2G15 PLLP SHCBP1 TEPP TMED6 TMEM170A TPPP3 WWP2 ZDHHC1 ZNF19 ZNF23"
50,4,0.5825,3.495,3378,0.001031,0.992931,"ABCC2 AP4E1 GDF11 TMEM184A"
51,4,0.5586,3.352,3480,0.0009601,0.992931,"ABCC3 ADPRHL1 BFSP1 PDZD3"
52,5,0.5009,5.009,4112,0.001214,0.996692,"ABCC4 LAT LY6G6D PEAK1 SULT1A2"
53,4,0.5362,3.217,3147,0.001019,0.992931,"ABCC8 FAM92B HCN2 TLDC1"
54,5,0.5329,5.329,4168,0.001274,0.996692,"ABCD2 ARL8B CPNE8 FOXI1 SLC8B1"
55,15,0.5320,55.86,1.023e+04,0.005413,0.999999,"CCDC12 CCDC130 CFAP20 CLASRP CRIPT CWF19L1 CWF19L2 DHX35 ESS2 FRA10AC1 GPATCH1 ISY1 LENG1 PPIE WDR83"
56,38,0.4120,289.6,2.203e+04,0.01293,1.00000,"ADSL ADSS AHCY ATIC CAD CTPS1 DHFR DHFR2 DHODH DTYMK FH FPGS GART GMPS IMPDH2 IPPK MTHFD1 MTR NAMPT PAICS PFAS PGM3 PPAT PPCDC PPCS RFK RPIA SDHA SDHB SDHC TFRC TKT TRPM7 TYMS UGP2 UMPS UXS1 YRDC"
57,23,0.4635,117.3,1.601e+04,0.007252,1.00000,"ABCE1 CCT3 COPB2 EIF2S1 ETF1 ISY1 NEDD8 NUTF2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMB3 RPL17 SARS SMU1 SNRNP200 SNRPD1 SNU13 SRP54 VCP"
58,17,0.4824,65.61,1.188e+04,0.005476,1.00000,"ABCF1 DHX16 EXOC2 FARS2 LYRM4 MRPS18B NOL7 NUP153 PAK1IP1 PPP1R10 PRPF4B PSMG4 RIOK1 RPP40 SNRNP48 TUBB4B WDR46"
59,6,0.5507,8.261,4427,0.001857,0.998474,"ABCF2 DRG1 HSPA14 MPG TRMT2A ZC3H15"
60,6,0.6926,10.39,4443,0.002327,0.998474,"ABCF3 NFIA NFIB NFIC NFIX PTGES3"
61,18,0.4628,70.80,1.228e+04,0.005715,1.00000,"ABCG1 BUB3 CNIH4 DUX4 HSPE1 NEDD1 OR2A25 RPL11 RPL12 RPL13 RPL17 RPL23 RPL37 RPL4 RPL9 RPLP2 RPS13 RPS28"
62,4,0.5731,3.438,3378,0.001014,0.992931,"ABCG2 CPA1 PAX4 RAB11FIP5"
63,17,0.4295,58.42,1.287e+04,0.004505,1.00000,"CCDC73 CYBC1 DDC DEF8 FDX1 KCNK13 MAFB NAT8L RPH3A SELE SERPINC1 SLC5A12 TAL2 TNFRSF19 TRAK1 UCKL1 WNT8A"
64,4,0.5607,3.364,3243,0.001034,0.992931,"ABCG8 MMP17 SERPINB5 ST8SIA3"
65,20,0.4270,81.12,1.511e+04,0.005327,1.00000,"ANO1 BBS1 CABP2 CABP4 CCDC36 CREM CTTN FADD FGF19 FGF3 FGF4 FOLR2 GSTP1 KRTAP5-9 MRGPRD MRGPRF MYEOV P2RY6 POLD4 TBX10"
66,6,0.5427,8.140,4875,0.001663,0.998474,"DBNDD1 GAS8 NRG4 PTH SPG7 VPS9D1"
67,34,0.4080,228.9,2.620e+04,0.008638,1.00000,"ABHD11 ASL CASTOR3 CLDN3 CLIP2 CYP3A43 CYP3A5 CYP3A7 GNAT3 GUSB KCTD7 PILRB PMS2 PON1 SEMA3E SPDYE1 TBL2 TMEM248 TPST1 TRIM40 TRIM50 TRIM73 TYW1 VKORC1L1 ZKSCAN1 ZNF107 ZNF138 ZNF273 ZNF479 ZNF679 ZNF727 ZNF736 ZNF92 ZSCAN25"
68,27,0.4707,165.2,2.110e+04,0.007751,1.00000,"ABHD12 ACSS1 APMAP BANF2 BFSP1 CST1 CST11 CST2 CST3 CST4 CST5 CST7 CST8 CST9 CST9L CSTL1 FOXA2 GGTLC1 GZF1 NANP NAPB NINL PCSK2 PLCB4 THBD ZNF133 ZNF337"
69,4,0.5675,3.405,2960,0.001146,0.992931,"ABHD12B DNAL1 PSMC6 SIX6"
70,32,0.3862,191.6,2.524e+04,0.007516,1.00000,"ABHD14A ABHD14B APEH CACNA2D2 CAMP CCR2 CCR3 CCR5 CCR8 CCR9 DNAH1 GLYCTK GNAT1 HYAL1 HYAL3 IQCF1 IQCF2 IQCF3 IQCF5 ITIH3 ITIH4 KLHDC8B KRBOX1 MUSTN1 MYL3 NISCH NT5DC2 PFKFB4 SEMA3G TLR9 XCR1 ZNF502"
71,13,0.4667,36.40,9933,0.003641,0.999993,"AIF1 C6orf48 HLA-DMB HSPA1L LY6G6F MICB MSH5 NCR3 NUDT3 STK19 TAP1 TAP2 TNXB"
72,5,0.5298,5.298,4153,0.001271,0.996692,"ABHD16B CCR4 SLC1A6 SMIM14 TCIRG1"
73,9,0.5177,18.64,6443,0.002876,0.999853,"CDC20 EBNA1BP2 GNL2 PABPC1 PSMB2 SF3A3 SNIP1 TRAPPC3 UTP11"
74,28,0.3867,146.2,2.153e+04,0.006725,1.00000,"BICDL2 C16orf89 C16orf90 CASKIN1 CDIP1 CLDN6 CLDN9 CLUAP1 CORO7 GLIS2 HAGH HCFC1R1 HMOX2 KREMEN2 NMRAL1 OR1F1 OR2C1 PAQR4 PRSS21 PRSS27 PRSS33 SEPT12 TNFRSF12A TPSAB1 ZNF174 ZNF213 ZNF500 ZSCAN10"
75,4,0.5016,3.010,3120,0.0009613,0.992931,"ABHD17C LRRC4C NTNG1 SALL3"
76,4,0.5665,3.399,3273,0.001035,0.992931,"ABHD18 AGBL2 APOA4 RUFY2"
77,4,0.5413,3.248,3141,0.001030,0.992931,"ABHD2 DCBLD2 GJA5 RAB38"
78,28,0.3947,149.2,2.268e+04,0.006520,1.00000,"ABHD3 ANKRD29 B4GALT6 C18orf32 CABLES1 CDH20 CDH7 CELF4 CHST9 CTIF DSC1 DSC3 DSG1 DSG2 DSG3 DSG4 HRH4 KIAA1328 MAPRE2 RNF138 SERPINB5 SERPINB7 SYT4 TPGS2 ZBTB7C ZNF24 ZNF396 ZNF397"
79,5,0.5172,5.172,3933,0.001310,0.996692,"ABHD4 ACADVL CSF2 FBXL15 OR10Q1"
80,6,0.5020,7.530,4586,0.001635,0.998474,"ABHD5 BLCAP HS3ST4 MARCH6 MEF2C TMX1"
81,4,0.5547,3.328,3581,0.0009266,0.992931,"ABHD6 ENO2 HNRNPLL SHISA4"
82,4,0.5734,3.440,3228,0.001062,0.992931,"ABHD8 MAN2B1 RGS7BP TNPO2"
83,5,0.5248,5.248,4257,0.001229,0.996692,"ABI2 MTSS1 PPP1R27 SLC45A4 TMEM86B"
84,4,0.5384,3.230,3242,0.0009931,0.992931,"ABI3BP ATOH8 NFKBID VSTM2B"
85,9,0.5328,19.18,6009,0.003172,0.999853,"ABL1 BCR GAB2 LMO2 MYB PTPN1 PTPN11 QRFP SOS1"
86,15,0.5180,54.39,1.133e+04,0.004763,0.999999,"ANO1 BBS1 CCDC36 CPT1A CTTN FGF19 FGF4 FOLR2 GAL IGHMBP2 MRGPRD MRGPRF MYEOV POLD4 ZNF20"
87,16,0.4740,56.88,1.265e+04,0.004466,0.999999,"AAED1 AKAP2 C9orf3 FBP1 FBP2 GNA14 KIF12 NUTM2G OR1J4 OR1L1 OR1N2 PALM2 TXNDC8 ZNF484 ZNF510 ZNF782"
88,4,0.5969,3.581,3106,0.001149,0.992931,"ABLIM2 MIOX QDPR RBBP8NL"
89,60,0.3474,614.9,4.647e+04,0.01302,1.00000,"AIPL1 ALDH3A1 ALOX12B ALOX15 ALOX15B ALOXE3 ARHGEF15 ASGR1 ASGR2 C17orf107 CCDC144A CCDC144NL CDRT1 CDRT15 CDRT15L2 CFAP52 CHRNB1 CLEC10A DNAH2 DNAH9 DYNLT1 FBXO39 GID4 GP1BA INCA1 KCTD11 KRT16 MFAP4 MFSD6L MYH1 MYH10 MYH2 MYH3 MYH4 MYH8 OR1A1 OR1A2 OR1D5 OR1G1 OR3A1 OR3A3 P2RX1 P2RX5 RCVRN SAT2 SHBG SLC16A11 SLC16A13 SLC2A4 SPNS3 STX8 TBC1D28 TMEM107 TMEM256 TNFRSF13B TNFSF12 TNFSF13 VAMP2 ZNF287 ZNF624"
90,4,0.5336,3.201,3089,0.001033,0.992931,"ABRACL BRSK2 KIR2DL3 PRSS16"
91,12,0.5259,34.71,8775,0.003929,0.999986,"ABRAXAS2 ARRDC4 CCDC96 CYS1 DNAL4 IER5 ITPKA PTRH1 SALL3 TCOF1 TMEM82 TSPAN17"
92,6,0.5126,7.688,4881,0.001569,0.998474,"ABTB1 CFAP97D1 GALK1 NME1 ST3GAL6 UNC119"
93,16,0.9543,114.5,1.022e+04,0.01105,0.999999,"ACBD5 ACOX1 HSD17B4 PEX1 PEX10 PEX12 PEX13 PEX16 PEX19 PEX2 PEX26 PEX3 PEX5 PEX6 PEX7 SCP2"
94,4,0.5442,3.265,3299,0.0009864,0.992931,"ACAA2 ADGRG3 KIAA1143 KIF9"
95,5,0.5429,5.429,4391,0.001232,0.996692,"ACACB HHIPL1 NPR2 SLC9A3 ZNRF1"
96,5,0.5232,5.232,4282,0.001218,0.996692,"ACAD10 ATP2B4 SEMA4G SMPDL3B SWT1"
97,4,0.5021,3.012,3086,0.0009726,0.992931,"ACAD11 ACVR1C UCK2 ZNF639"
98,4,0.5431,3.258,3158,0.001028,0.992931,"ACAD8 C1QTNF5 MADCAM1 TEKT4"
99,79,0.4795,1477,5.309e+04,0.02700,1.00000,"ACAD9 BCS1L COA5 COA6 COA7 COQ2 COQ4 COQ7 COX10 COX11 COX16 COX19 COX4I1 COX5B COX6B1 COX6C COX7C CYC1 CYCS DMAC1 ECSIT FASTKD5 FOXRED1 GLRX5 GRSF1 IBA57 ISCA2 MTO1 NDUFA10 NDUFA11 NDUFA2 NDUFA3 NDUFA5 NDUFA6 NDUFA8 NDUFA9 NDUFAF1 NDUFAF3 NDUFAF4 NDUFAF6 NDUFAF7 NDUFAF8 NDUFB10 NDUFB2 NDUFB3 NDUFB4 NDUFB5 NDUFB6 NDUFB7 NDUFB8 NDUFB9 NDUFC1 NDUFC2 NDUFS1 NDUFS2 NDUFS3 NDUFS5 NDUFS7 NDUFS8 NDUFV1 NDUFV2 NFU1 NUBPL PDSS1 PDSS2 PET100 PET117 PYURF RTN4IP1 SCO1 SCO2 TIMMDC1 UQCR10 UQCRB UQCRC1 UQCRC2 UQCRFS1 UQCRQ YBEY"
100,4,0.5593,3.356,3375,0.0009910,0.992931,"ACADL C20orf194 SNCAIP TRIM59"
101,13,0.5014,39.11,1.051e+04,0.003699,0.999993,"AGO1 AGO3 AGO4 BSDC1 C1QB GJA4 GJB3 GJB4 GJB5 TSSK3 ZFP69 ZFP69B ZNF684"
102,25,0.4832,144.9,1.980e+04,0.007251,1.00000,"ABCB5 ADCYAP1R1 AEBP1 AGR2 AGR3 GHRHR HOXA1 HOXA5 HOXA6 HOXA7 HOXA9 INMT KIAA0895 MINDY4 MTURN NME8 NPY PHKG1 RBAK RSPH10B RSPH10B2 SUMF2 URGCP ZNF12 ZNF713"
103,4,0.5022,3.013,2937,0.001022,0.992931,"ACADSB DAZAP1 HNRNPL S1PR4"
104,31,0.5000,232.5,2.392e+04,0.009602,1.00000,"ACAP1 ALDH3A1 ALOX12B ALOX15 ALOX15B ALOXE3 ASGR1 ASGR2 CCDC144A CLEC10A KCTD11 MFSD6L MYH1 MYH2 MYH4 MYH8 OR1A1 OR1A2 OR1D5 OR1E2 OR1G1 OR3A1 OVCA2 P2RX1 SHBG SLC16A13 SPNS3 TMEM256 TNFSF12 TNFSF13 VAMP2"
105,9,0.5283,19.02,5936,0.003184,0.999853,"ACAP2 ARF6 RAB10 RAB35 RAB8A RABIF RALGAPB SBF1 SBF2"
106,4,0.5723,3.434,3424,0.0009995,0.992931,"ACAT1 APBB3 E2F5 TMEM74B"
107,11,0.5176,28.47,7339,0.003853,0.999969,"ACAT2 FDFT1 FDPS HSD17B7 LSS MSMO1 MVD SC5D SQLE SREBF2 UBIAD1"
108,5,0.5256,5.256,3705,0.001413,0.996692,"ACBD3 DDHD2 FLT3 TFCP2 ZFP64"
109,4,0.5373,3.224,3220,0.0009977,0.992931,"ACBD4 CELF5 NCF2 SEC22C"
110,5,0.5228,5.228,4092,0.001273,0.996692,"ACBD6 C1orf105 DNM3 PRG4 SELP"
111,23,0.4373,110.6,1.578e+04,0.006941,1.00000,"AFDN ARHGAP29 CDC42 CDH1 CDH2 CRB3 CTNNA1 CTNND1 F11R HNF1B IRF6 MPP5 PARD3 PARD6B PATJ PAX8 PRKCI RASSF7 RASSF8 RIPK4 TAX1BP3 TJP1 TP53BP2"
112,31,0.3761,174.9,2.261e+04,0.007655,1.00000,"ACCS ACCSL ALX4 ANO3 BDNF CAT CHRM4 COMMD9 CRY2 EHF ELF5 LIN7C MAPK8IP1 MRGPRX1 MRGPRX3 MYBPC3 OR4A47 OR4A5 OR4B1 OR4C12 OR4C13 OR4C3 OR4C46 OR4S1 OR4X1 PAMR1 RAPSN SAA1 SLC1A2 TP53I11 TRIM49B"
113,27,0.3871,135.9,2.130e+04,0.006324,1.00000,"ACE ACSF2 ADAM11 BCAS3 C17orf47 C17orf67 CRHR1 CSH2 CSHL1 EPX HOXB5 HOXB9 KCNJ2 LPO MKS1 MPO MTMR4 MYCBPAP NME1 NME2 OR4D1 OR4D2 PLEKHM1 RSAD1 SCPEP1 SEPT4 SGCA"
114,4,0.5773,3.464,3264,0.001057,0.992931,"ACER1 KCNJ11 PAX6 WDR17"
115,5,0.5032,5.032,4437,0.001130,0.996692,"ACER2 AEBP1 CAMK1D TMEM88B ZNF341"
116,14,0.4797,43.65,1.073e+04,0.004041,0.999997,"ACER3 CAPN5 FCHSD2 FOLR1 FOLR2 GDPD4 KCTD21 KRTAP5-9 OMP P2RY2 P2RY6 PLEKHB1 THRSP UCP3"
117,4,0.5562,3.337,3256,0.001021,0.992931,"ACHE HYKK SLC7A2 TPM2"
118,8,0.5176,14.49,5179,0.002782,0.999679,"ACIN1 BCAS2 CCNL1 CDK11A CTNNBL1 PPP1R8 PRPF19 WBP11"
119,4,0.5535,3.321,3270,0.001012,0.992931,"ACKR1 C15orf65 DENND6B GIN1"
120,4,0.5254,3.152,3218,0.0009762,0.992931,"ACKR4 ANGPTL7 SCCPDH VTI1B"
121,4,0.5698,3.419,3202,0.001064,0.992931,"ACO1 LPCAT3 MAMDC4 SERPINA6"
122,4,0.5666,3.400,3162,0.001071,0.992931,"ACOD1 PITPNC1 SWSAP1 ZSWIM7"
123,5,0.5269,5.269,4153,0.001264,0.996692,"ACOT1 C10orf113 KLRG1 MGST3 ZNF586"
124,6,0.5477,8.216,4287,0.001907,0.998474,"ASCL1 DYNC1I2 FOXA2 NKX2-1 SOX1 TOX3"
